ad_idx,ad_start,ad_end,company,overlap_ratio,detected,date,broadcaster
7,663.64,683.38,지벤,1.0,True,20260105,baechulsu
8,683.38,703.14,오뚜기,1.0,True,20260105,baechulsu
9,703.14,722.89,현대해상,1.0,True,20260105,baechulsu
10,722.89,742.63,주비푸드,1.0,True,20260105,baechulsu
11,742.63,762.41,미래에셋,1.0,True,20260105,baechulsu
12,762.41,782.17,노란우산,1.0,True,20260105,baechulsu
13,782.17,805.03,노란우산,1.0,True,20260105,baechulsu
14,1720.23,1724.3,MBC,0.0,False,20260105,baechulsu
15,1724.3,1744.06,악보바다,1.0,True,20260105,baechulsu
16,1744.06,1763.79,애플비데,1.0,True,20260105,baechulsu
17,1763.79,1783.57,수원여자대학교,1.0,True,20260105,baechulsu
18,1783.57,1803.28,기프트인포,1.0,True,20260105,baechulsu
19,1803.28,1818.32,MBC,1.0,True,20260105,baechulsu
20,2856.85,2876.54,도드람,1.0,True,20260105,baechulsu
21,2876.54,2896.29,시미필,1.0,True,20260105,baechulsu
22,2896.29,2916.03,준성헬스케어,1.0,True,20260105,baechulsu
23,2916.03,2935.76,노무법인폐,1.0,True,20260105,baechulsu
24,2935.76,2955.76,아이에스동서,1.0,True,20260105,baechulsu
25,2955.76,2975.52,백조싱크,1.0,True,20260105,baechulsu
26,2975.52,2995.27,광주은행,1.0,True,20260105,baechulsu
27,2995.27,3018.23,TWC,0.898,True,20260105,baechulsu
28,3367.13,3426.34,SK브로드밴드,0.986,True,20260105,baechulsu
29,3426.34,3433.43,MBC,1.0,True,20260105,baechulsu
30,3433.43,3444.96,현대해상,1.0,True,20260105,baechulsu
31,3444.96,3464.68,애드피아몰,1.0,True,20260105,baechulsu
32,3464.68,3484.47,몽잘,1.0,True,20260105,baechulsu
33,3484.47,3504.18,EHL바이오,1.0,True,20260105,baechulsu
34,3504.18,3523.94,와우프레스,1.0,True,20260105,baechulsu
35,3523.94,3543.94,친환경농산물자조금관리위원회,1.0,True,20260105,baechulsu
36,3543.94,3563.63,시미필,1.0,True,20260105,baechulsu
37,3563.63,3583.39,수원여자대학교,1.0,True,20260105,baechulsu
38,3583.39,3603.61,위더스제약,1.0,True,20260105,baechulsu
39,3603.61,3612.04,위더스제약,0.562,True,20260105,baechulsu
40,3877.99,3897.74,주비푸드,1.0,True,20260105,baechulsu
41,3897.74,3917.48,워킷,1.0,True,20260105,baechulsu
42,3917.48,3936.26,메디솔라,1.0,True,20260105,baechulsu
43,5319.89,5324.58,MBC,0.0,False,20260105,baechulsu
44,5324.58,5344.27,몽잘,1.0,True,20260105,baechulsu
45,5344.27,5364.03,애플비데,1.0,True,20260105,baechulsu
46,5364.03,5383.03,친환경농산물자조금관리위원회,1.0,True,20260105,baechulsu
47,5383.03,5402.79,기프트인포,1.0,True,20260105,baechulsu
48,5402.79,5418.84,MBC,1.0,True,20260105,baechulsu
49,6648.35,6688.35,경기주택도시공사,0.99,True,20260105,baechulsu
50,6688.35,6698.92,김이나의 별이 빛나는 밤,0.835,True,20260105,baechulsu
51,6967.17,7026.31,MZ 새마을금고,1.0,True,20260105,baechulsu
52,7026.31,7033.19,MBC,1.0,True,20260105,baechulsu
53,7033.19,7044.66,현대해상,1.0,True,20260105,baechulsu
54,7044.66,7064.38,성원애드피아,1.0,True,20260105,baechulsu
55,7064.38,7084.14,룸페커,1.0,True,20260105,baechulsu
56,7084.14,7103.89,숭실사이버대,1.0,True,20260105,baechulsu
57,7103.89,7123.57,애플비데,1.0,True,20260105,baechulsu
58,7123.57,7143.29,한빛나노,1.0,True,20260105,baechulsu
59,7143.29,7163.04,시미필,1.0,True,20260105,baechulsu
60,7163.04,7182.78,수원여자대학교,1.0,True,20260105,baechulsu
61,7182.78,7205.0,EHL 바이오,1.0,True,20260105,baechulsu
1,0.0,11.16,EHL 바이오,0.635,True,20260106,baechulsu
2,11.16,41.0,배철수의라디오,0.0,False,20260106,baechulsu
3,398.53,418.27,코끼리베이글,1.0,True,20260106,baechulsu
4,418.27,438.04,안착팬티,1.0,True,20260106,baechulsu
5,438.04,457.76,이비가짬뽕,1.0,True,20260106,baechulsu
6,457.76,477.53,서울사이버대학,1.0,True,20260106,baechulsu
7,477.53,497.29,지벤,1.0,True,20260106,baechulsu
8,497.29,517.08,오뚜기,1.0,True,20260106,baechulsu
9,517.08,536.82,현대해상,1.0,True,20260106,baechulsu
10,536.82,556.61,주비푸드,1.0,True,20260106,baechulsu
11,556.61,576.35,미래에셋,1.0,True,20260106,baechulsu
12,576.35,596.14,노란우산,1.0,True,20260106,baechulsu
13,596.14,617.38,노란우산,1.0,True,20260106,baechulsu
14,1718.97,1722.92,MBC,1.0,True,20260106,baechulsu
15,1722.92,1742.68,악보바다,1.0,True,20260106,baechulsu
16,1742.68,1762.47,애플비데,1.0,True,20260106,baechulsu
17,1762.47,1782.19,수원여자대학교,1.0,True,20260106,baechulsu
18,1782.19,1801.94,기프트인포,1.0,True,20260106,baechulsu
19,1801.94,1816.83,MBC,1.0,True,20260106,baechulsu
20,2932.47,2952.23,도드람,1.0,True,20260106,baechulsu
21,2952.23,2971.86,시미필,1.0,True,20260106,baechulsu
22,2971.86,2991.74,준성헬스케어,1.0,True,20260106,baechulsu
23,2991.74,3011.42,노무법인폐,0.268,False,20260106,baechulsu
24,3011.42,3031.42,아이에스동서,1.0,True,20260106,baechulsu
25,3031.42,3051.18,백조싱크,1.0,True,20260106,baechulsu
26,3051.18,3070.97,광주은행,1.0,True,20260106,baechulsu
27,3070.97,3091.55,TWC,1.0,True,20260106,baechulsu
28,3365.83,3425.26,SK브로드밴드,1.0,True,20260106,baechulsu
29,3425.26,3432.21,MBC,1.0,True,20260106,baechulsu
30,3432.21,3443.24,현대해상,1.0,True,20260106,baechulsu
31,3443.24,3462.98,애드피아몰,1.0,True,20260106,baechulsu
32,3462.98,3482.79,몽잘,1.0,True,20260106,baechulsu
33,3482.79,3502.44,EHL바이오,1.0,True,20260106,baechulsu
34,3502.44,3522.17,와우프레스,1.0,True,20260106,baechulsu
35,3522.17,3542.17,친환경농산물자조금관리위원회,1.0,True,20260106,baechulsu
36,3542.17,3561.83,시미필,1.0,True,20260106,baechulsu
37,3561.83,3581.62,수원여자대학교,1.0,True,20260106,baechulsu
38,3581.62,3602.47,위더스제약,1.0,True,20260106,baechulsu
39,3602.47,3611.01,위더스제약,0.536,True,20260106,baechulsu
40,3879.46,3899.18,주비푸드,1.0,True,20260106,baechulsu
41,3899.18,3918.94,워킷,1.0,True,20260106,baechulsu
42,3918.94,3937.83,메디솔라,1.0,True,20260106,baechulsu
43,5318.92,5322.0,MBC,1.0,True,20260106,baechulsu
44,5322.0,5341.76,몽잘,1.0,True,20260106,baechulsu
45,5341.76,5361.53,애플비데,1.0,True,20260106,baechulsu
46,5361.53,5381.53,친환경농산물자조금관리위원회,1.0,True,20260106,baechulsu
47,5381.53,5401.27,기프트인포,1.0,True,20260106,baechulsu
48,5401.27,5417.38,MBC,1.0,True,20260106,baechulsu
49,6701.69,6741.01,경기주택도시공사,0.995,True,20260106,baechulsu
50,6741.01,6751.08,김이나의 별이 빛나는 밤,0.929,True,20260106,baechulsu
51,6972.37,7023.38,MZ 새마을금고,1.0,True,20260106,baechulsu
52,7023.38,7030.81,MBC,1.0,True,20260106,baechulsu
53,7030.81,7044.8,현대해상,1.0,True,20260106,baechulsu
54,7044.8,7064.57,성원애드피아,1.0,True,20260106,baechulsu
55,7064.57,7084.38,룸페커,1.0,True,20260106,baechulsu
56,7084.38,7104.09,숭실사이버대,1.0,True,20260106,baechulsu
57,7104.09,7123.86,애플비데,1.0,True,20260106,baechulsu
58,7123.86,7143.54,한빛나노,1.0,True,20260106,baechulsu
59,7143.54,7163.18,시미필,1.0,True,20260106,baechulsu
60,7163.18,7182.97,수원여자대학교,1.0,True,20260106,baechulsu
61,7182.97,7203.0,EHL 바이오,1.0,True,20260106,baechulsu
1,0.0,12.35,EHL 바이오,0.707,True,20260107,baechulsu
2,12.35,41.38,배철수의라디오,0.0,False,20260107,baechulsu
3,657.31,677.04,코끼리베이글,0.959,True,20260107,baechulsu
4,677.04,696.85,안착팬티,1.0,True,20260107,baechulsu
5,696.85,716.52,이비가짬뽕,1.0,True,20260107,baechulsu
6,716.52,736.46,서울사이버대학,1.0,True,20260107,baechulsu
7,736.46,756.04,지벤,1.0,True,20260107,baechulsu
8,756.04,775.86,오뚜기,1.0,True,20260107,baechulsu
9,775.86,795.57,현대해상,1.0,True,20260107,baechulsu
10,795.57,815.2,주비푸드,1.0,True,20260107,baechulsu
11,815.2,835.07,미래에셋,1.0,True,20260107,baechulsu
12,835.07,854.83,노란우산,1.0,True,20260107,baechulsu
13,854.83,877.68,노란우산,1.0,True,20260107,baechulsu
14,1720.67,1724.21,MBC,0.0,False,20260107,baechulsu
15,1724.21,1744.28,악보바다,0.981,True,20260107,baechulsu
16,1744.28,1764.11,애플비데,1.0,True,20260107,baechulsu
17,1764.11,1783.68,수원여자대학교,1.0,True,20260107,baechulsu
18,1783.68,1803.6,기프트인포,1.0,True,20260107,baechulsu
19,1803.6,1818.82,MBC,1.0,True,20260107,baechulsu
20,2859.02,2878.76,도드람,1.0,True,20260107,baechulsu
21,2878.76,2898.37,시미필,1.0,True,20260107,baechulsu
22,2898.37,2918.25,준성헬스케어,1.0,True,20260107,baechulsu
23,2918.25,2937.78,노무법인폐,1.0,True,20260107,baechulsu
24,2937.78,2957.78,아이에스동서,1.0,True,20260107,baechulsu
25,2957.78,2977.55,백조싱크,1.0,True,20260107,baechulsu
26,2977.55,2997.39,광주은행,1.0,True,20260107,baechulsu
27,2997.39,3019.2,TWC,1.0,True,20260107,baechulsu
28,3367.18,3426.97,SK브로드밴드,1.0,True,20260107,baechulsu
29,3426.97,3433.47,MBC,1.0,True,20260107,baechulsu
30,3433.47,3443.86,현대해상,1.0,True,20260107,baechulsu
31,3443.86,3463.58,애드피아몰,1.0,True,20260107,baechulsu
32,3463.58,3483.43,몽잘,1.0,True,20260107,baechulsu
33,3483.43,3503.06,EHL바이오,1.0,True,20260107,baechulsu
34,3503.06,3522.97,와우프레스,1.0,True,20260107,baechulsu
35,3522.97,3542.97,친환경농산물자조금관리위원회,1.0,True,20260107,baechulsu
36,3542.97,3562.51,시미필,1.0,True,20260107,baechulsu
37,3562.51,3582.29,수원여자대학교,1.0,True,20260107,baechulsu
38,3582.29,3604.1,위더스제약,1.0,True,20260107,baechulsu
39,3604.1,3612.53,위더스제약,0.552,True,20260107,baechulsu
40,4218.71,4238.4,주비푸드,1.0,True,20260107,baechulsu
41,4238.4,4258.22,워킷,1.0,True,20260107,baechulsu
42,4258.22,4277.79,메디솔라,1.0,True,20260107,baechulsu
43,5320.6,5323.99,MBC,0.0,False,20260107,baechulsu
44,5323.99,5341.71,몽잘,0.946,True,20260107,baechulsu
45,5341.71,5361.54,애플비데,1.0,True,20260107,baechulsu
46,5361.54,5383.86,친환경농산물자조금관리위원회,1.0,True,20260107,baechulsu
47,5383.86,5404.46,기프트인포,1.0,True,20260107,baechulsu
48,5404.46,5418.58,MBC,1.0,True,20260107,baechulsu
49,6560.1,6598.46,경기주택도시공사,1.0,True,20260107,baechulsu
50,6598.46,6609.55,김이나의 별이 빛나는 밤,0.836,True,20260107,baechulsu
51,6974.24,7024.74,MZ 새마을금고,0.997,True,20260107,baechulsu
52,7024.74,7030.32,MBC,1.0,True,20260107,baechulsu
53,7030.32,7044.94,현대해상,1.0,True,20260107,baechulsu
54,7044.94,7064.65,성원애드피아,1.0,True,20260107,baechulsu
55,7064.65,7084.53,룸페커,1.0,True,20260107,baechulsu
56,7084.53,7104.16,숭실사이버대,1.0,True,20260107,baechulsu
57,7104.16,7124.0,애플비데,1.0,True,20260107,baechulsu
58,7124.0,7143.57,한빛나노,1.0,True,20260107,baechulsu
59,7143.57,7163.29,시미필,1.0,True,20260107,baechulsu
60,7163.29,7183.14,수원여자대학교,1.0,True,20260107,baechulsu
61,7183.14,7205.0,EHL 바이오,1.0,True,20260107,baechulsu
