Cluster ID,Cluster Start,Cluster Stop,Cluster Size,Duration
1,429.0,596.0,9,167.0
2,1659.0,1820.0,14,161.0
3,1899.0,1928.0,3,29.0
4,3078.0,3278.0,20,200.0
5,3447.0,3629.0,18,182.0
