Cluster ID,Cluster Start,Cluster Stop,Cluster Size,Duration
1,6.0,74.0,6,68.0
2,420.0,620.0,18,200.0
3,1659.0,1838.0,17,179.0
4,1881.0,1925.0,3,44.0
5,2982.0,3251.0,28,269.0
6,3438.0,3620.0,21,182.0
