Cluster ID,Match Start,Match Stop,Duration,Match Score,Query Path,language,avg_logprob,error
1,12.256,30.152,17.9,860,panako/movie/clips/20241127/clip_000004_012000.mp3,ko,-0.0946,
1,27.304,46.608,19.3,469,panako/movie/clips/20241127/clip_000009_027000.mp3,ko,-0.1963,
1,51.272,64.952,13.68,327,panako/movie/clips/20241127/clip_000017_051000.mp3,ko,-0.1696,
2,804.64,823.616,18.98,712,panako/movie/clips/20241127/clip_000176_528000.mp3,ko,-0.0609,
2,822.616,842.168,19.55,707,panako/movie/clips/20241127/clip_000182_546000.mp3,ko,-0.0755,
2,825.496,844.864,19.37,675,panako/movie/clips/20241127/clip_000183_549000.mp3,ko,-0.0994,
2,831.784,850.4,18.62,684,panako/movie/clips/20241127/clip_000185_555000.mp3,ko,-0.0658,
2,835.16,853.68,18.52,707,panako/movie/clips/20241127/clip_000186_558000.mp3,ko,-0.103,
2,837.576,857.096,19.52,684,panako/movie/clips/20241127/clip_000187_561000.mp3,ko,-0.1124,
2,849.688,868.928,19.24,775,panako/movie/clips/20241127/clip_000191_573000.mp3,ko,-0.0949,
2,852.528,872.008,19.48,874,panako/movie/clips/20241127/clip_000192_576000.mp3,ko,-0.0922,
2,867.496,887.04,19.54,751,panako/movie/clips/20241127/clip_000197_591000.mp3,ko,-0.066,
2,877.032,895.976,18.94,535,panako/movie/clips/20241127/clip_000200_600000.mp3,ko,-0.1498,
2,888.52,907.88,19.36,579,panako/movie/clips/20241127/clip_000204_612000.mp3,ko,-0.1438,
2,903.616,922.944,19.33,837,panako/movie/clips/20241127/clip_000209_627000.mp3,ko,-0.1242,
2,915.496,934.96,19.46,971,panako/movie/clips/20241127/clip_000213_639000.mp3,ko,-0.1339,
2,927.624,947.016,19.39,834,panako/movie/clips/20241127/clip_000217_651000.mp3,ko,-0.178,
2,933.512,952.848,19.34,765,panako/movie/clips/20241127/clip_000219_657000.mp3,ko,-0.1838,
2,936.632,955.92,19.29,687,panako/movie/clips/20241127/clip_000220_660000.mp3,ko,-0.1807,
2,945.616,964.952,19.34,660,panako/movie/clips/20241127/clip_000223_669000.mp3,ko,-0.0929,
2,948.592,968.208,19.62,619,panako/movie/clips/20241127/clip_000224_672000.mp3,ko,-0.1145,
2,954.968,974.008,19.04,404,panako/movie/clips/20241127/clip_000226_678000.mp3,ko,-0.1421,
2,969.552,989.08,19.53,484,panako/movie/clips/20241127/clip_000231_693000.mp3,ko,-0.1874,
2,981.504,997.4,15.9,491,panako/movie/clips/20241127/clip_000235_705000.mp3,ko,-0.1272,
2,984.664,997.4,12.74,426,panako/movie/clips/20241127/clip_000236_708000.mp3,ko,-0.124,
2,1000.592,1017.88,17.29,349,panako/movie/clips/20241127/clip_000248_744000.mp3,ko,-0.0908,
3,1712.528,1726.84,14.31,264,panako/movie/clips/20241127/clip_000569_1707000.mp3,ko,-0.1058,
3,1713.664,1732.848,19.18,452,panako/movie/clips/20241127/clip_000571_1713000.mp3,ko,-0.1476,
3,1716.296,1735.376,19.08,530,panako/movie/clips/20241127/clip_000572_1716000.mp3,ko,-0.0747,
3,1731.272,1750.64,19.37,843,panako/movie/clips/20241127/clip_000577_1731000.mp3,ko,-0.0782,
3,1743.776,1762.552,18.78,736,panako/movie/clips/20241127/clip_000581_1743000.mp3,ko,-0.1052,
3,1761.2,1780.536,19.34,373,panako/movie/clips/20241127/clip_000587_1761000.mp3,ko,-0.1716,
3,1774.296,1792.816,18.52,412,panako/movie/clips/20241127/clip_000591_1773000.mp3,ko,-0.2109,
3,1779.408,1798.552,19.14,585,panako/movie/clips/20241127/clip_000593_1779000.mp3,ko,-0.124,
3,1782.2,1801.584,19.38,430,panako/movie/clips/20241127/clip_000594_1782000.mp3,ko,-0.1666,
3,1800.336,1819.8,19.46,257,panako/movie/clips/20241127/clip_000600_1800000.mp3,ko,-0.1268,
3,1809.464,1828.688,19.22,487,panako/movie/clips/20241127/clip_000603_1809000.mp3,ko,-0.1271,
3,1818.184,1836.136,17.95,568,panako/movie/clips/20241127/clip_000606_1818000.mp3,ko,-0.2568,
3,1827.368,1841.624,14.26,343,panako/movie/clips/20241127/clip_000609_1827000.mp3,ko,-0.1752,
4,1905.528,1924.0,18.47,244,panako/movie/clips/20241127/clip_000635_1905000.mp3,ko,-0.2205,
4,1910.992,1926.664,15.67,146,panako/movie/clips/20241127/clip_000637_1911000.mp3,ko,-0.2648,
5,2956.944,2967.68,10.74,259,panako/movie/clips/20241127/clip_000981_2943000.mp3,ko,-0.2511,
5,2957.2,2976.312,19.11,583,panako/movie/clips/20241127/clip_000984_2952000.mp3,ko,-0.1978,
5,2963.248,2982.584,19.34,572,panako/movie/clips/20241127/clip_000986_2958000.mp3,ko,-0.2006,
