Cluster ID,Match Start,Match Stop,Duration,Match Score,Query Path,language,avg_logprob,error
1,546.216,564.896,18.68,716,panako/movie/clips/20241121/clip_000145_435000.mp3,ko,-0.0806,
1,607.336,626.824,19.49,473,panako/movie/clips/20241121/clip_000159_477000.mp3,ko,-0.1072,
1,610.664,629.856,19.19,435,panako/movie/clips/20241121/clip_000160_480000.mp3,ko,-0.1328,
1,619.376,638.712,19.34,450,panako/movie/clips/20241121/clip_000163_489000.mp3,ko,-0.1717,
1,628.528,647.512,18.98,604,panako/movie/clips/20241121/clip_000166_498000.mp3,ko,-0.1863,
1,640.416,659.904,19.49,578,panako/movie/clips/20241121/clip_000170_510000.mp3,ko,-0.0888,
1,3121.4,3139.776,18.38,834,panako/movie/clips/20241121/clip_000179_537000.mp3,ko,-0.1023,
1,687.136,701.0,13.86,439,panako/movie/clips/20241121/clip_000192_576000.mp3,ko,-0.143,
2,1664.216,1678.128,13.91,168,panako/movie/clips/20241121/clip_000553_1659000.mp3,ko,-0.1094,
2,1698.44,1717.76,19.32,152,panako/movie/clips/20241121/clip_000566_1698000.mp3,ko,-0.0661,
2,1716.416,1735.368,18.95,636,panako/movie/clips/20241121/clip_000572_1716000.mp3,ko,-0.1033,
2,1719.408,1738.936,19.53,625,panako/movie/clips/20241121/clip_000573_1719000.mp3,ko,-0.1749,
2,1737.56,1756.696,19.14,653,panako/movie/clips/20241121/clip_000579_1737000.mp3,ko,-0.12,
2,1740.304,1759.76,19.46,529,panako/movie/clips/20241121/clip_000580_1740000.mp3,ko,-0.0885,
2,1743.408,1762.736,19.33,371,panako/movie/clips/20241121/clip_000581_1743000.mp3,ko,-0.135,
2,1746.416,1764.696,18.28,551,panako/movie/clips/20241121/clip_000582_1746000.mp3,ko,-0.1173,
2,1752.344,1771.144,18.8,226,panako/movie/clips/20241121/clip_000584_1752000.mp3,ko,-0.1995,
