Cluster ID,Match Start,Match Stop,Duration,Match Score,Query Path
1,37.584,56.216,18.63,833,panako/movie/clips/20241123/clip_000012_036000.mp3
2,616.16,632.792,16.63,518,panako/movie/clips/20241123/clip_000149_447000.mp3
2,619.608,635.632,16.02,557,panako/movie/clips/20241123/clip_000151_453000.mp3
2,716.232,735.136,18.9,574,panako/movie/clips/20241123/clip_000163_489000.mp3
2,736.128,754.04,17.91,648,panako/movie/clips/20241123/clip_000176_528000.mp3
2,737.6,755.152,17.55,580,panako/movie/clips/20241123/clip_000177_531000.mp3
2,661.72,675.656,13.94,322,panako/movie/clips/20241123/clip_000185_555000.mp3
2,643.56,655.584,12.02,603,panako/movie/clips/20241123/clip_000199_597000.mp3
2,757.144,770.976,13.83,340,panako/movie/clips/20241123/clip_000209_627000.mp3
2,759.688,770.976,11.29,296,panako/movie/clips/20241123/clip_000211_633000.mp3
3,1665.464,1682.984,17.52,101,panako/movie/clips/20241123/clip_000555_1665000.mp3
3,1713.36,1732.864,19.5,537,panako/movie/clips/20241123/clip_000571_1713000.mp3
3,1719.448,1738.84,19.39,537,panako/movie/clips/20241123/clip_000573_1719000.mp3
3,1725.344,1744.12,18.78,660,panako/movie/clips/20241123/clip_000575_1725000.mp3
3,1734.432,1753.912,19.48,714,panako/movie/clips/20241123/clip_000578_1734000.mp3
3,1737.408,1756.72,19.31,680,panako/movie/clips/20241123/clip_000579_1737000.mp3
3,1740.36,1759.28,18.92,674,panako/movie/clips/20241123/clip_000580_1740000.mp3
3,1747.0,1765.872,18.87,512,panako/movie/clips/20241123/clip_000582_1746000.mp3
3,1749.464,1768.432,18.97,439,panako/movie/clips/20241123/clip_000583_1749000.mp3
3,1805.312,1822.848,17.54,418,panako/movie/clips/20241123/clip_000601_1803000.mp3
3,1815.48,1833.88,18.4,527,panako/movie/clips/20241123/clip_000605_1815000.mp3
3,1818.496,1833.88,15.38,452,panako/movie/clips/20241123/clip_000606_1818000.mp3
4,1896.736,1913.584,16.85,203,panako/movie/clips/20241123/clip_000631_1893000.mp3
4,1900.104,1918.984,18.88,232,panako/movie/clips/20241123/clip_000633_1899000.mp3
4,1903.56,1922.048,18.49,212,panako/movie/clips/20241123/clip_000634_1902000.mp3
4,1909.112,1924.84,15.73,138,panako/movie/clips/20241123/clip_000636_1908000.mp3
5,3123.656,3141.04,17.38,658,panako/movie/clips/20241123/clip_000994_2982000.mp3
5,3130.736,3150.224,19.49,657,panako/movie/clips/20241123/clip_000997_2991000.mp3
5,3136.704,3156.24,19.54,829,panako/movie/clips/20241123/clip_000999_2997000.mp3
5,3142.832,3162.24,19.41,862,panako/movie/clips/20241123/clip_001001_3003000.mp3
5,3151.784,3171.232,19.45,800,panako/movie/clips/20241123/clip_001004_3012000.mp3
5,3158.832,3177.136,18.3,568,panako/movie/clips/20241123/clip_001006_3018000.mp3
5,3181.808,3201.256,19.45,544,panako/movie/clips/20241123/clip_001014_3042000.mp3
5,3224.184,3242.32,18.14,605,panako/movie/clips/20241123/clip_001021_3063000.mp3
5,3231.72,3251.064,19.34,664,panako/movie/clips/20241123/clip_001024_3072000.mp3
5,3237.84,3256.304,18.46,886,panako/movie/clips/20241123/clip_001026_3078000.mp3
5,3243.72,3262.648,18.93,922,panako/movie/clips/20241123/clip_001028_3084000.mp3
5,3216.888,3223.08,6.19,299,panako/movie/clips/20241123/clip_001039_3117000.mp3
5,3263.88,3283.216,19.34,257,panako/movie/clips/20241123/clip_001048_3144000.mp3
