Query Path,Query Start,Query Stop,Match Path,Match ID,Match Start,Match Stop,Match Score,Time Factor (%),Frequency Factor (%),Seconds with Match (%)
panako/movie/clips/20241127/clip_000017_051000.mp3,0.136,13.816,movie/20241126/mp3/20241126.mp3,20241126,51.272,64.952,327,1.0,1.0,0.86
panako/movie/clips/20241127/clip_000009_027000.mp3,0.2,19.472,movie/20241126/mp3/20241126.mp3,20241126,27.304,46.608,469,0.998,1.0,0.55
panako/movie/clips/20241127/clip_000004_012000.mp3,0.152,18.048,movie/20241126/mp3/20241126.mp3,20241126,12.256,30.152,860,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000182_546000.mp3,0.216,19.768,movie/20241126/mp3/20241126.mp3,20241126,822.616,842.168,707,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000186_558000.mp3,0.76,19.28,movie/20241126/mp3/20241126.mp3,20241126,835.16,853.68,707,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000176_528000.mp3,0.248,19.216,movie/20241126/mp3/20241126.mp3,20241126,804.64,823.616,712,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000187_561000.mp3,0.176,19.696,movie/20241126/mp3/20241126.mp3,20241126,837.576,857.096,684,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000183_549000.mp3,0.104,19.464,movie/20241126/mp3/20241126.mp3,20241126,825.496,844.864,675,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000185_555000.mp3,0.384,19.008,movie/20241126/mp3/20241126.mp3,20241126,831.784,850.4,684,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000191_573000.mp3,0.288,19.528,movie/20241126/mp3/20241126.mp3,20241126,849.688,868.928,775,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000192_576000.mp3,0.128,19.608,movie/20241126/mp3/20241126.mp3,20241126,852.528,872.008,874,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000197_591000.mp3,0.096,19.64,movie/20241126/mp3/20241126.mp3,20241126,867.496,887.04,751,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000200_600000.mp3,0.64,19.576,movie/20241126/mp3/20241126.mp3,20241126,877.032,895.976,535,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000209_627000.mp3,0.216,19.544,movie/20241126/mp3/20241126.mp3,20241126,903.616,922.944,837,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000204_612000.mp3,0.12,19.48,movie/20241126/mp3/20241126.mp3,20241126,888.52,907.88,579,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000213_639000.mp3,0.104,19.56,movie/20241126/mp3/20241126.mp3,20241126,915.496,934.96,971,1.0,1.0,0.95
panako/movie/clips/20241127/clip_000217_651000.mp3,0.224,19.624,movie/20241126/mp3/20241126.mp3,20241126,927.624,947.016,834,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000219_657000.mp3,0.12,19.448,movie/20241126/mp3/20241126.mp3,20241126,933.512,952.848,765,1.0,1.0,1.0
panako/movie/clips/20241127/clip_000220_660000.mp3,0.24,19.52,movie/20241126/mp3/20241126.mp3,20241126,936.632,955.92,687,1.0,1.0,1.0
