Cluster ID,Match Start,Match Stop,Duration,Match Score,Query Path
1,0.656,19.488,18.83,479,panako/movie/clips/20241122/clip_000000_000000.mp3
1,9.512,28.352,18.84,863,panako/movie/clips/20241122/clip_000003_009000.mp3
2,435.992,454.36,18.37,646,panako/movie/clips/20241122/clip_000205_615000.mp3
2,440.936,460.304,19.37,808,panako/movie/clips/20241122/clip_000207_621000.mp3
2,443.912,463.312,19.4,879,panako/movie/clips/20241122/clip_000208_624000.mp3
2,453.296,472.448,19.15,959,panako/movie/clips/20241122/clip_000211_633000.mp3
2,465.008,483.496,18.49,882,panako/movie/clips/20241122/clip_000215_645000.mp3
2,476.944,495.472,18.53,501,panako/movie/clips/20241122/clip_000219_657000.mp3
2,517.928,537.424,19.5,740,panako/movie/clips/20241122/clip_000226_678000.mp3
2,536.0,555.488,19.49,874,panako/movie/clips/20241122/clip_000232_696000.mp3
2,541.984,561.32,19.34,806,panako/movie/clips/20241122/clip_000234_702000.mp3
2,548.08,566.992,18.91,761,panako/movie/clips/20241122/clip_000236_708000.mp3
2,551.04,570.144,19.1,646,panako/movie/clips/20241122/clip_000237_711000.mp3
2,554.344,573.552,19.21,670,panako/movie/clips/20241122/clip_000238_714000.mp3
2,576.856,590.696,13.84,358,panako/movie/clips/20241122/clip_000251_753000.mp3
3,1710.984,1726.904,15.92,281,panako/movie/clips/20241122/clip_000569_1707000.mp3
3,1731.368,1750.64,19.27,598,panako/movie/clips/20241122/clip_000577_1731000.mp3
3,1737.416,1756.6,19.18,499,panako/movie/clips/20241122/clip_000579_1737000.mp3
3,1740.408,1759.568,19.16,366,panako/movie/clips/20241122/clip_000580_1740000.mp3
3,1746.368,1764.448,18.08,535,panako/movie/clips/20241122/clip_000582_1746000.mp3
3,1761.48,1780.96,19.48,243,panako/movie/clips/20241122/clip_000587_1761000.mp3
3,1765.984,1783.704,17.72,507,panako/movie/clips/20241122/clip_000588_1764000.mp3
3,1767.424,1784.296,16.87,428,panako/movie/clips/20241122/clip_000589_1767000.mp3
3,1770.936,1789.856,18.92,446,panako/movie/clips/20241122/clip_000590_1770000.mp3
3,1785.504,1803.992,18.49,662,panako/movie/clips/20241122/clip_000595_1785000.mp3
3,1797.488,1816.704,19.22,288,panako/movie/clips/20241122/clip_000599_1797000.mp3
3,1803.328,1822.736,19.41,325,panako/movie/clips/20241122/clip_000601_1803000.mp3
3,1812.872,1832.008,19.14,453,panako/movie/clips/20241122/clip_000604_1812000.mp3
3,1818.432,1834.264,15.83,383,panako/movie/clips/20241122/clip_000606_1818000.mp3
3,1827.632,1839.84,12.21,178,panako/movie/clips/20241122/clip_000609_1827000.mp3
