Cluster ID,Cluster Start,Cluster Stop,Cluster Size,Duration
1,6.0,56.0,2,50.0
2,120.0,149.0,3,29.0
3,789.0,1037.0,23,248.0
4,1725.0,1841.0,10,116.0
5,1881.0,1931.0,3,50.0
6,2952.0,3086.0,14,134.0
7,3123.0,3218.0,10,95.0
8,3438.0,3617.0,19,179.0
