Cluster ID,Cluster Start,Cluster Stop,Cluster Size,Duration
1,12.0,71.0,3,59.0
2,528.0,764.0,23,236.0
3,1704.0,1847.0,14,143.0
4,1905.0,1931.0,2,26.0
5,2943.0,3254.0,27,311.0
6,3432.0,3614.0,17,182.0
