Cluster ID,Cluster Start,Cluster Stop,Cluster Size,Duration
1,3.0,74.0,3,71.0
2,462.0,518.0,8,56.0
3,561.0,710.0,14,149.0
4,1626.0,1808.0,17,182.0
5,1851.0,1886.0,4,35.0
6,2916.0,3236.0,32,320.0
7,3408.0,3584.0,23,176.0
