Cluster ID,Cluster Start,Cluster Stop,Cluster Size,Duration
1,93.0,119.0,3,26.0
2,3111.0,3158.0,4,47.0
3,3405.0,3428.0,2,23.0
4,7005.0,7067.0,2,62.0
