Cluster ID,Cluster Start,Cluster Stop,Cluster Size,Duration
1,15.0,50.0,3,35.0
2,99.0,122.0,2,23.0
3,645.0,884.0,18,239.0
4,1719.0,1745.0,2,26.0
5,1797.0,1826.0,2,29.0
6,1866.0,1886.0,1,20.0
7,2853.0,3020.0,11,167.0
8,3405.0,3611.0,15,206.0
9,4212.0,4235.0,2,23.0
10,5352.0,5402.0,3,50.0
11,6567.0,6605.0,4,38.0
12,7002.0,7172.0,17,170.0
