Cluster ID,Match Start,Match Stop,Duration,Match Score,Query Path,language,avg_logprob,error
1,21.896,41.152,19.26,336,panako/baechulsu/clips/20260102/clip_000008_024000.mp3,ko,,
2,111.88,130.728,18.85,189,panako/baechulsu/clips/20260102/clip_000038_114000.mp3,ko,-0.1183,
3,386.416,399.84,13.42,487,panako/baechulsu/clips/20260102/clip_000140_420000.mp3,ko,-0.2806,
3,404.424,423.648,19.22,517,panako/baechulsu/clips/20260102/clip_000148_444000.mp3,ko,-0.4824,
3,407.368,426.72,19.35,510,panako/baechulsu/clips/20260102/clip_000149_447000.mp3,ko,-0.1992,
3,413.624,432.752,19.13,371,panako/baechulsu/clips/20260102/clip_000151_453000.mp3,ko,-0.2071,
3,416.368,435.808,19.44,493,panako/baechulsu/clips/20260102/clip_000152_456000.mp3,ko,-0.1266,
3,422.688,441.744,19.06,533,panako/baechulsu/clips/20260102/clip_000154_462000.mp3,ko,-0.1495,
3,437.352,456.776,19.42,793,panako/baechulsu/clips/20260102/clip_000159_477000.mp3,ko,-0.1929,
3,443.496,462.752,19.26,784,panako/baechulsu/clips/20260102/clip_000161_483000.mp3,ko,-0.223,
3,449.376,468.976,19.6,655,panako/baechulsu/clips/20260102/clip_000163_489000.mp3,ko,-0.1237,
3,452.36,471.96,19.6,765,panako/baechulsu/clips/20260102/clip_000164_492000.mp3,ko,-0.0856,
3,455.344,474.752,19.41,797,panako/baechulsu/clips/20260102/clip_000165_495000.mp3,ko,-0.1438,
3,473.368,492.744,19.38,737,panako/baechulsu/clips/20260102/clip_000171_513000.mp3,ko,-0.1143,
3,482.424,501.344,18.92,602,panako/baechulsu/clips/20260102/clip_000174_522000.mp3,ko,-0.1126,
3,497.304,516.704,19.4,702,panako/baechulsu/clips/20260102/clip_000179_537000.mp3,ko,-0.0943,
3,509.384,528.832,19.45,833,panako/baechulsu/clips/20260102/clip_000183_549000.mp3,ko,-0.0956,
