Cluster ID,Cluster Start,Cluster Stop,Cluster Size,Duration
1,24.0,44.0,1,20.0
2,114.0,134.0,1,20.0
3,420.0,638.0,23,218.0
4,1716.0,1808.0,6,92.0
5,1860.0,1880.0,1,20.0
6,2937.0,3143.0,23,206.0
7,3408.0,3611.0,17,203.0
8,3891.0,3962.0,6,71.0
9,3996.0,4022.0,3,26.0
10,5325.0,5405.0,5,80.0
11,6504.0,6533.0,4,29.0
12,6597.0,6617.0,1,20.0
13,7008.0,7202.0,14,194.0
