Cluster ID,Cluster Start,Cluster Stop,Cluster Size,Duration
1,15.0,47.0,2,32.0
2,435.0,650.0,19,215.0
3,1716.0,1775.0,3,59.0
4,3054.0,3224.0,18,170.0
5,3411.0,3602.0,15,191.0
6,3897.0,3974.0,7,77.0
7,5319.0,5384.0,4,65.0
8,5457.0,5480.0,2,23.0
9,6531.0,6566.0,3,35.0
10,7002.0,7169.0,10,167.0
