Cluster ID,Match Start,Match Stop,Duration,Match Score,Query Path,language,avg_logprob,error
1,112.688,125.608,12.92,328,panako/baechulsu/clips/20260103/clip_000036_108000.mp3,ko,-0.3034,
2,430.152,449.56,19.41,614,panako/baechulsu/clips/20260103/clip_000179_537000.mp3,ko,-0.3379,
2,445.176,464.792,19.62,583,panako/baechulsu/clips/20260103/clip_000184_552000.mp3,ko,-0.1592,
2,454.752,473.672,18.92,447,panako/baechulsu/clips/20260103/clip_000187_561000.mp3,ko,-0.1362,
2,457.28,476.776,19.5,544,panako/baechulsu/clips/20260103/clip_000188_564000.mp3,ko,-0.1424,
2,475.336,494.544,19.21,700,panako/baechulsu/clips/20260103/clip_000194_582000.mp3,ko,-0.1835,
2,481.232,500.416,19.18,804,panako/baechulsu/clips/20260103/clip_000196_588000.mp3,ko,-0.2715,
2,487.56,506.456,18.9,749,panako/baechulsu/clips/20260103/clip_000198_594000.mp3,ko,-0.1621,
2,490.208,509.656,19.45,749,panako/baechulsu/clips/20260103/clip_000199_597000.mp3,ko,-0.1242,
2,493.184,512.648,19.46,761,panako/baechulsu/clips/20260103/clip_000200_600000.mp3,ko,-0.1312,
2,508.752,527.304,18.55,981,panako/baechulsu/clips/20260103/clip_000205_615000.mp3,ko,-0.217,
2,517.288,535.56,18.27,681,panako/baechulsu/clips/20260103/clip_000208_624000.mp3,ko,-0.1254,
2,538.208,557.776,19.57,662,panako/baechulsu/clips/20260103/clip_000215_645000.mp3,ko,-0.1288,
2,559.208,578.248,19.04,714,panako/baechulsu/clips/20260103/clip_000222_666000.mp3,ko,-0.0678,
2,568.592,587.192,18.6,409,panako/baechulsu/clips/20260103/clip_000225_675000.mp3,ko,-0.075,
2,574.992,593.704,18.71,463,panako/baechulsu/clips/20260103/clip_000227_681000.mp3,ko,-0.1221,
2,580.272,599.264,18.99,548,panako/baechulsu/clips/20260103/clip_000229_687000.mp3,ko,-0.1574,
2,595.224,614.408,19.18,585,panako/baechulsu/clips/20260103/clip_000234_702000.mp3,ko,-0.1209,
2,607.152,626.456,19.3,384,panako/baechulsu/clips/20260103/clip_000238_714000.mp3,ko,-0.1353,
2,622.168,641.568,19.4,456,panako/baechulsu/clips/20260103/clip_000243_729000.mp3,ko,-0.1086,
2,628.28,645.536,17.26,427,panako/baechulsu/clips/20260103/clip_000245_735000.mp3,ko,-0.0995,
2,637.184,645.536,8.35,299,panako/baechulsu/clips/20260103/clip_000248_744000.mp3,ko,-0.1202,
3,1722.632,1740.176,17.54,937,panako/baechulsu/clips/20260103/clip_000573_1719000.mp3,ko,-0.4733,
3,1726.552,1744.744,18.19,1073,panako/baechulsu/clips/20260103/clip_000575_1725000.mp3,ko,-0.109,
3,1735.584,1755.04,19.46,793,panako/baechulsu/clips/20260103/clip_000578_1734000.mp3,ko,-0.3991,
3,1741.704,1761.064,19.36,558,panako/baechulsu/clips/20260103/clip_000580_1740000.mp3,ko,-0.3281,
3,1768.536,1787.992,19.46,822,panako/baechulsu/clips/20260103/clip_000589_1767000.mp3,ko,-0.6919,
3,1783.584,1803.024,19.44,1014,panako/baechulsu/clips/20260103/clip_000594_1782000.mp3,ko,-0.543,
3,1795.6,1810.072,14.47,640,panako/baechulsu/clips/20260103/clip_000598_1794000.mp3,ko,-0.2206,
4,2941.024,2959.512,18.49,419,panako/baechulsu/clips/20260103/clip_001039_3117000.mp3,ko,-0.1494,
