Cluster ID,Match Start,Match Stop,Duration,Match Score,Query Path
1,15.328,30.568,15.24,173,panako/baechulsu/clips/20241125/clip_000003_009000.mp3
2,99.208,114.624,15.42,140,panako/baechulsu/clips/20241125/clip_000031_093000.mp3
3,389.992,408.544,18.55,646,panako/baechulsu/clips/20241125/clip_000158_474000.mp3
3,395.56,414.552,18.99,760,panako/baechulsu/clips/20241125/clip_000160_480000.mp3
3,398.344,417.752,19.41,689,panako/baechulsu/clips/20241125/clip_000161_483000.mp3
3,407.416,426.648,19.23,658,panako/baechulsu/clips/20241125/clip_000164_492000.mp3
3,422.4,441.728,19.33,306,panako/baechulsu/clips/20241125/clip_000169_507000.mp3
3,431.776,450.856,19.08,395,panako/baechulsu/clips/20241125/clip_000172_516000.mp3
3,434.28,453.504,19.22,450,panako/baechulsu/clips/20241125/clip_000173_519000.mp3
3,438.272,456.872,18.6,442,panako/baechulsu/clips/20241125/clip_000174_522000.mp3
3,452.32,471.744,19.42,425,panako/baechulsu/clips/20241125/clip_000179_537000.mp3
3,458.288,477.648,19.36,537,panako/baechulsu/clips/20241125/clip_000181_543000.mp3
4,1729.488,1748.936,19.45,786,panako/baechulsu/clips/20241125/clip_000576_1728000.mp3
4,1732.496,1751.648,19.15,666,panako/baechulsu/clips/20241125/clip_000577_1731000.mp3
4,1738.496,1757.936,19.44,527,panako/baechulsu/clips/20241125/clip_000579_1737000.mp3
4,1747.504,1767.088,19.58,586,panako/baechulsu/clips/20241125/clip_000582_1746000.mp3
4,1753.496,1772.992,19.5,617,panako/baechulsu/clips/20241125/clip_000584_1752000.mp3
4,1765.8,1784.824,19.02,672,panako/baechulsu/clips/20241125/clip_000588_1764000.mp3
4,1771.96,1790.92,18.96,609,panako/baechulsu/clips/20241125/clip_000590_1770000.mp3
4,1786.704,1805.856,19.15,779,panako/baechulsu/clips/20241125/clip_000595_1785000.mp3
4,1789.504,1808.896,19.39,583,panako/baechulsu/clips/20241125/clip_000596_1788000.mp3
4,1792.48,1808.896,16.42,560,panako/baechulsu/clips/20241125/clip_000597_1791000.mp3
5,2995.904,3015.328,19.42,501,panako/baechulsu/clips/20241125/clip_000959_2877000.mp3
5,3025.928,3045.36,19.43,336,panako/baechulsu/clips/20241125/clip_000969_2907000.mp3
5,3032.016,3051.312,19.3,436,panako/baechulsu/clips/20241125/clip_000971_2913000.mp3
5,3093.576,3112.392,18.82,683,panako/baechulsu/clips/20241125/clip_000978_2934000.mp3
5,3053.672,3071.512,17.84,423,panako/baechulsu/clips/20241125/clip_000991_2973000.mp3
5,3116.408,3135.28,18.87,802,panako/baechulsu/clips/20241125/clip_000999_2997000.mp3
5,3124.944,3144.408,19.46,548,panako/baechulsu/clips/20241125/clip_001002_3006000.mp3
5,3127.92,3147.368,19.45,583,panako/baechulsu/clips/20241125/clip_001003_3009000.mp3
5,3134.568,3152.856,18.29,564,panako/baechulsu/clips/20241125/clip_001005_3015000.mp3
5,3145.928,3165.288,19.36,562,panako/baechulsu/clips/20241125/clip_001009_3027000.mp3
5,3149.12,3168.336,19.22,523,panako/baechulsu/clips/20241125/clip_001010_3030000.mp3
5,3173.552,3192.392,18.84,568,panako/baechulsu/clips/20241125/clip_001018_3054000.mp3
5,3179.408,3198.52,19.11,495,panako/baechulsu/clips/20241125/clip_001020_3060000.mp3
5,3190.992,3210.4,19.41,421,panako/baechulsu/clips/20241125/clip_001024_3072000.mp3
6,3412.424,3426.76,14.34,497,panako/baechulsu/clips/20241125/clip_001136_3408000.mp3
6,3442.488,3462.024,19.54,793,panako/baechulsu/clips/20241125/clip_001147_3441000.mp3
6,3445.6,3464.816,19.22,780,panako/baechulsu/clips/20241125/clip_001148_3444000.mp3
6,3460.552,3479.968,19.42,488,panako/baechulsu/clips/20241125/clip_001153_3459000.mp3
6,3475.576,3494.864,19.29,557,panako/baechulsu/clips/20241125/clip_001158_3474000.mp3
6,3487.552,3507.096,19.54,547,panako/baechulsu/clips/20241125/clip_001162_3486000.mp3
6,3505.536,3524.944,19.41,979,panako/baechulsu/clips/20241125/clip_001168_3504000.mp3
6,3518.168,3536.768,18.6,706,panako/baechulsu/clips/20241125/clip_001172_3516000.mp3
6,3523.48,3542.904,19.42,502,panako/baechulsu/clips/20241125/clip_001174_3522000.mp3
6,3526.496,3545.6,19.1,468,panako/baechulsu/clips/20241125/clip_001175_3525000.mp3
6,3547.72,3566.976,19.26,672,panako/baechulsu/clips/20241125/clip_001182_3546000.mp3
6,3550.488,3570.008,19.52,605,panako/baechulsu/clips/20241125/clip_001183_3549000.mp3
6,3556.488,3575.84,19.35,551,panako/baechulsu/clips/20241125/clip_001185_3555000.mp3
6,3568.624,3587.864,19.24,565,panako/baechulsu/clips/20241125/clip_001189_3567000.mp3
6,3577.528,3596.72,19.19,773,panako/baechulsu/clips/20241125/clip_001192_3576000.mp3
6,3587.648,3605.928,18.28,741,panako/baechulsu/clips/20241125/clip_001195_3585000.mp3
6,3589.568,3608.16,18.59,814,panako/baechulsu/clips/20241125/clip_001196_3588000.mp3
6,3598.656,3609.552,10.9,474,panako/baechulsu/clips/20241125/clip_001199_3597000.mp3
6,3601.48,3609.552,8.07,292,panako/baechulsu/clips/20241125/clip_001200_3600000.mp3
7,3900.664,3919.568,18.9,374,panako/baechulsu/clips/20241125/clip_001332_3996000.mp3
7,3912.952,3931.936,18.98,398,panako/baechulsu/clips/20241125/clip_001336_4008000.mp3
7,3918.536,3938.032,19.5,540,panako/baechulsu/clips/20241125/clip_001338_4014000.mp3
7,3921.72,3939.32,17.6,507,panako/baechulsu/clips/20241125/clip_001339_4017000.mp3
7,3924.776,3939.32,14.54,402,panako/baechulsu/clips/20241125/clip_001340_4020000.mp3
8,5332.544,5352.08,19.54,1001,panako/baechulsu/clips/20241125/clip_001777_5331000.mp3
8,5344.552,5363.936,19.38,967,panako/baechulsu/clips/20241125/clip_001781_5343000.mp3
8,5350.52,5369.872,19.35,852,panako/baechulsu/clips/20241125/clip_001783_5349000.mp3
8,5362.592,5381.248,18.66,389,panako/baechulsu/clips/20241125/clip_001787_5361000.mp3
8,5366.144,5384.976,18.83,361,panako/baechulsu/clips/20241125/clip_001788_5364000.mp3
8,5383.456,5402.776,19.32,356,panako/baechulsu/clips/20241125/clip_001794_5382000.mp3
9,6637.304,6647.736,10.43,136,panako/baechulsu/clips/20241125/clip_002178_6534000.mp3
9,6640.504,6659.704,19.2,392,panako/baechulsu/clips/20241125/clip_002182_6546000.mp3
9,6646.688,6665.272,18.58,338,panako/baechulsu/clips/20241125/clip_002184_6552000.mp3
9,6655.512,6674.632,19.12,270,panako/baechulsu/clips/20241125/clip_002187_6561000.mp3
9,6658.464,6677.4,18.94,276,panako/baechulsu/clips/20241125/clip_002188_6564000.mp3
9,6661.656,6680.032,18.38,349,panako/baechulsu/clips/20241125/clip_002189_6567000.mp3
9,6664.8,6683.496,18.7,256,panako/baechulsu/clips/20241125/clip_002190_6570000.mp3
9,6685.464,6703.729,18.27,498,panako/baechulsu/clips/20241125/clip_002197_6591000.mp3
9,6688.417,6707.769,19.35,535,panako/baechulsu/clips/20241125/clip_002198_6594000.mp3
9,6697.417,6716.592,19.17,435,panako/baechulsu/clips/20241125/clip_002201_6603000.mp3
9,6700.408,6719.688,19.28,409,panako/baechulsu/clips/20241125/clip_002202_6606000.mp3
9,6706.561,6725.952,19.39,474,panako/baechulsu/clips/20241125/clip_002204_6612000.mp3
9,6715.824,6734.48,18.66,480,panako/baechulsu/clips/20241125/clip_002207_6621000.mp3
9,6727.528,6746.561,19.03,441,panako/baechulsu/clips/20241125/clip_002211_6633000.mp3
9,6777.448,6796.665,19.22,597,panako/baechulsu/clips/20241125/clip_002221_6663000.mp3
9,6757.296,6774.833,17.54,532,panako/baechulsu/clips/20241125/clip_002227_6681000.mp3
9,6761.44,6776.561,15.12,404,panako/baechulsu/clips/20241125/clip_002229_6687000.mp3
10,7008.24,7025.592,17.35,402,panako/baechulsu/clips/20241125/clip_002335_7005000.mp3
10,7009.216,7023.84,14.62,415,panako/baechulsu/clips/20241125/clip_002336_7008000.mp3
10,7036.448,7055.769,19.32,555,panako/baechulsu/clips/20241125/clip_002345_7035000.mp3
10,7060.792,7079.824,19.03,976,panako/baechulsu/clips/20241125/clip_002353_7059000.mp3
10,3485.632,3503.872,18.24,510,panako/baechulsu/clips/20241125/clip_002361_7083000.mp3
10,7087.496,7106.928,19.43,520,panako/baechulsu/clips/20241125/clip_002362_7086000.mp3
10,7093.528,7112.561,19.03,461,panako/baechulsu/clips/20241125/clip_002364_7092000.mp3
10,7102.632,7121.736,19.1,433,panako/baechulsu/clips/20241125/clip_002367_7101000.mp3
10,7111.729,7130.968,19.24,441,panako/baechulsu/clips/20241125/clip_002370_7110000.mp3
10,7120.561,7140.072,19.51,778,panako/baechulsu/clips/20241125/clip_002373_7119000.mp3
10,7123.521,7142.712,19.19,840,panako/baechulsu/clips/20241125/clip_002374_7122000.mp3
10,7126.464,7145.16,18.7,929,panako/baechulsu/clips/20241125/clip_002375_7125000.mp3
10,7129.457,7148.752,19.3,800,panako/baechulsu/clips/20241125/clip_002376_7128000.mp3
10,7141.769,7160.952,19.18,557,panako/baechulsu/clips/20241125/clip_002380_7140000.mp3
10,7156.464,7175.896,19.43,736,panako/baechulsu/clips/20241125/clip_002385_7155000.mp3
10,7168.561,7187.104,18.54,767,panako/baechulsu/clips/20241125/clip_002389_7167000.mp3
10,7177.504,7196.752,19.25,634,panako/baechulsu/clips/20241125/clip_002392_7176000.mp3
