Query Path,Query Start,Query Stop,Match Path,Match ID,Match Start,Match Stop,Match Score,Time Factor (%),Frequency Factor (%),Seconds with Match (%)
panako/baechulsu/clips/20260106/clip_000001_003000.mp3,0.112,19.624,baechulsu/20260105/mp3/20260105.mp3,20260105,4.4,23.896,223,1.001,1.0,0.8
panako/baechulsu/clips/20260106/clip_000035_105000.mp3,3.328,14.44,baechulsu/20260105/mp3/20260105.mp3,20260105,109.6,120.712,180,1.0,1.0,0.67
panako/baechulsu/clips/20260106/clip_000034_102000.mp3,2.16,17.44,baechulsu/20260105/mp3/20260105.mp3,20260105,105.432,120.712,177,1.0,1.0,0.56
panako/baechulsu/clips/20260106/clip_000129_387000.mp3,10.264,19.536,baechulsu/20260105/mp3/20260105.mp3,20260105,585.128,594.4,415,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000136_408000.mp3,0.168,19.48,baechulsu/20260105/mp3/20260105.mp3,20260105,596.032,615.344,568,1.0,1.0,0.95
panako/baechulsu/clips/20260106/clip_000130_390000.mp3,7.264,19.056,baechulsu/20260105/mp3/20260105.mp3,20260105,585.128,596.912,449,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000143_429000.mp3,0.448,19.696,baechulsu/20260105/mp3/20260105.mp3,20260105,617.312,636.56,506,1.0,1.0,0.95
panako/baechulsu/clips/20260106/clip_000149_447000.mp3,0.312,19.392,baechulsu/20260105/mp3/20260105.mp3,20260105,635.176,654.256,802,1.0,1.0,0.95
panako/baechulsu/clips/20260106/clip_000153_459000.mp3,0.256,19.56,baechulsu/20260105/mp3/20260105.mp3,20260105,647.136,666.432,614,1.0,1.0,0.95
panako/baechulsu/clips/20260106/clip_000142_426000.mp3,0.168,19.784,baechulsu/20260105/mp3/20260105.mp3,20260105,614.016,633.648,429,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000157_471000.mp3,0.248,19.768,baechulsu/20260105/mp3/20260105.mp3,20260105,659.12,678.632,708,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000160_480000.mp3,0.104,19.776,baechulsu/20260105/mp3/20260105.mp3,20260105,667.96,687.632,787,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000161_483000.mp3,0.104,19.16,baechulsu/20260105/mp3/20260105.mp3,20260105,670.968,690.024,677,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000165_495000.mp3,0.496,19.696,baechulsu/20260105/mp3/20260105.mp3,20260105,683.368,702.576,412,1.0,1.0,0.95
panako/baechulsu/clips/20260106/clip_000169_507000.mp3,0.488,19.68,baechulsu/20260105/mp3/20260105.mp3,20260105,695.352,714.544,713,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000168_504000.mp3,0.28,19.64,baechulsu/20260105/mp3/20260105.mp3,20260105,692.144,711.504,676,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000189_567000.mp3,0.128,19.064,baechulsu/20260105/mp3/20260105.mp3,20260105,754.992,773.936,499,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000188_564000.mp3,0.136,19.472,baechulsu/20260105/mp3/20260105.mp3,20260105,752.0,771.336,694,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000192_576000.mp3,0.12,19.672,baechulsu/20260105/mp3/20260105.mp3,20260105,763.976,783.528,472,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000195_585000.mp3,0.256,19.624,baechulsu/20260105/mp3/20260105.mp3,20260105,773.128,792.488,335,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000200_600000.mp3,0.28,16.392,baechulsu/20260105/mp3/20260105.mp3,20260105,788.144,804.256,475,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000198_594000.mp3,0.184,19.312,baechulsu/20260105/mp3/20260105.mp3,20260105,782.064,801.192,603,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000193_579000.mp3,0.248,19.488,baechulsu/20260105/mp3/20260105.mp3,20260105,767.104,786.344,335,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000571_1713000.mp3,6.04,18.68,baechulsu/20260105/mp3/20260105.mp3,20260105,1720.312,1732.96,602,0.999,1.0,1.0
panako/baechulsu/clips/20260106/clip_000572_1716000.mp3,3.04,19.68,baechulsu/20260105/mp3/20260105.mp3,20260105,1720.312,1736.96,857,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000573_1719000.mp3,1.016,19.712,baechulsu/20260105/mp3/20260105.mp3,20260105,1721.296,1740.0,966,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000574_1722000.mp3,0.976,19.176,baechulsu/20260105/mp3/20260105.mp3,20260105,1724.272,1742.464,1038,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000601_1803000.mp3,0.112,13.336,baechulsu/20260105/mp3/20260105.mp3,20260105,5404.368,5417.92,38,0.975,1.0,0.21
panako/baechulsu/clips/20260106/clip_000627_1881000.mp3,0.424,14.136,baechulsu/20260105/mp3/20260105.mp3,20260105,1882.888,1896.6,113,1.001,1.0,0.79
panako/baechulsu/clips/20260106/clip_000626_1878000.mp3,0.624,17.112,baechulsu/20260105/mp3/20260105.mp3,20260105,1880.112,1896.6,122,1.0,1.0,0.65
panako/baechulsu/clips/20260106/clip_000974_2922000.mp3,10.528,19.72,baechulsu/20260105/mp3/20260105.mp3,20260105,2856.808,2866.008,316,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000975_2925000.mp3,7.528,19.352,baechulsu/20260105/mp3/20260105.mp3,20260105,2856.808,2868.64,357,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000976_2928000.mp3,4.52,19.136,baechulsu/20260105/mp3/20260105.mp3,20260105,2856.808,2871.424,442,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000983_2949000.mp3,0.136,19.72,baechulsu/20260105/mp3/20260105.mp3,20260105,2873.432,2893.0,400,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000989_2967000.mp3,0.88,19.504,baechulsu/20260105/mp3/20260105.mp3,20260105,2892.168,2910.792,621,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000990_2970000.mp3,0.64,19.072,baechulsu/20260105/mp3/20260105.mp3,20260105,2894.928,2913.368,638,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000993_2979000.mp3,0.208,19.64,baechulsu/20260105/mp3/20260105.mp3,20260105,2903.488,2922.92,570,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_000996_2988000.mp3,0.12,19.712,baechulsu/20260105/mp3/20260105.mp3,20260105,2912.416,2932.008,422,1.0,1.0,0.95
panako/baechulsu/clips/20260106/clip_001002_3006000.mp3,0.44,19.432,baechulsu/20260105/mp3/20260105.mp3,20260105,2930.744,2949.728,426,1.0,1.0,0.95
panako/baechulsu/clips/20260106/clip_000998_2994000.mp3,0.12,19.696,baechulsu/20260105/mp3/20260105.mp3,20260105,2918.416,2937.992,373,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001003_3009000.mp3,0.64,19.04,baechulsu/20260105/mp3/20260105.mp3,20260105,2933.936,2952.336,457,1.0,1.0,0.95
panako/baechulsu/clips/20260106/clip_001007_3021000.mp3,0.192,19.696,baechulsu/20260105/mp3/20260105.mp3,20260105,2945.48,2964.976,504,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001006_3018000.mp3,1.12,19.392,baechulsu/20260105/mp3/20260105.mp3,20260105,2943.4,2961.672,455,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001014_3042000.mp3,0.208,19.536,baechulsu/20260105/mp3/20260105.mp3,20260105,2966.496,2985.824,693,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001011_3033000.mp3,0.176,19.56,baechulsu/20260105/mp3/20260105.mp3,20260105,2957.448,2976.832,692,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001020_3060000.mp3,0.12,19.784,baechulsu/20260105/mp3/20260105.mp3,20260105,2984.408,3004.072,759,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001019_3057000.mp3,0.168,19.76,baechulsu/20260105/mp3/20260105.mp3,20260105,2981.448,3001.04,819,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001026_3078000.mp3,0.248,13.4,baechulsu/20260105/mp3/20260105.mp3,20260105,3002.528,3015.68,632,1.001,1.0,1.0
panako/baechulsu/clips/20260106/clip_001139_3417000.mp3,0.096,19.544,baechulsu/20260105/mp3/20260105.mp3,20260105,3418.296,3437.824,314,0.996,1.0,0.45
panako/baechulsu/clips/20260106/clip_001148_3444000.mp3,0.776,19.376,baechulsu/20260105/mp3/20260105.mp3,20260105,3446.064,3464.672,667,1.0,1.0,0.95
panako/baechulsu/clips/20260106/clip_001143_3429000.mp3,0.112,19.68,baechulsu/20260105/mp3/20260105.mp3,20260105,3430.416,3449.976,475,1.0,1.0,0.9
panako/baechulsu/clips/20260106/clip_001153_3459000.mp3,0.496,19.744,baechulsu/20260105/mp3/20260105.mp3,20260105,3460.784,3480.032,617,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001151_3453000.mp3,0.184,18.688,baechulsu/20260105/mp3/20260105.mp3,20260105,3454.488,3472.992,828,1.0,1.0,0.95
panako/baechulsu/clips/20260106/clip_001160_3480000.mp3,0.216,19.56,baechulsu/20260105/mp3/20260105.mp3,20260105,3481.504,3500.848,451,1.0,1.0,0.95
panako/baechulsu/clips/20260106/clip_001164_3492000.mp3,0.192,19.632,baechulsu/20260105/mp3/20260105.mp3,20260105,3493.496,3512.936,737,1.0,1.0,0.95
panako/baechulsu/clips/20260106/clip_001161_3483000.mp3,0.256,18.696,baechulsu/20260105/mp3/20260105.mp3,20260105,3484.552,3502.992,471,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001163_3489000.mp3,0.6,19.528,baechulsu/20260105/mp3/20260105.mp3,20260105,3490.904,3509.824,644,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001173_3519000.mp3,0.12,19.672,baechulsu/20260105/mp3/20260105.mp3,20260105,3520.416,3539.96,755,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001177_3531000.mp3,0.192,19.592,baechulsu/20260105/mp3/20260105.mp3,20260105,3532.496,3551.896,604,1.0,1.0,0.95
panako/baechulsu/clips/20260106/clip_001188_3564000.mp3,0.104,17.432,baechulsu/20260105/mp3/20260105.mp3,20260105,1765.432,1782.76,854,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001198_3594000.mp3,0.264,11.704,baechulsu/20260105/mp3/20260105.mp3,20260105,3595.552,3606.992,369,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001199_3597000.mp3,0.096,8.704,baechulsu/20260105/mp3/20260105.mp3,20260105,3598.384,3606.992,195,1.0,1.0,1.0
panako/baechulsu/clips/20260106/clip_001287_3861000.mp3,0.296,19.24,baechulsu/20260105/mp3/20260105.mp3,20260105,3860.392,3878.784,22,1.029,1.0,0.16
panako/baechulsu/clips/20260106/clip_001295_3885000.mp3,0.488,19.448,baechulsu/20260105/mp3/20260105.mp3,20260105,3884.04,3902.992,378,1.0,1.0,0.84
panako/baechulsu/clips/20260106/clip_001297_3891000.mp3,0.48,19.424,baechulsu/20260105/mp3/20260105.mp3,20260105,3890.032,3908.984,435,1.0,1.0,0.95
