date,ad_idx,company,ad_start,ad_end,duration,clip_path,tags,bpm,rms_energy,spectral_centroid,zero_crossing_rate,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,voice_ratio
20260102,2,이은지의가요광장,20.01,39.02,19.01,ad_clips/20260102_ad2_이은지의가요광장.mp3,"upbeat,moderate,music_heavy",122.28260869565217,0.07695955038070679,3073.0868472254206,0.06532589692582726,-211.74319458007812,134.44520568847656,-37.06367492675781,33.89813995361328,-9.292378425598145,11.825308799743652,-9.529024124145508,6.021999359130859,-10.457789421081543,4.483198165893555,-7.483636856079102,-2.117708206176758,-2.8342244625091553,0.014729089952656555
20260102,3,경기주택도시공사,614.01,632.83,18.82000000000005,ad_clips/20260102_ad3_경기주택도시공사.mp3,"medium,moderate,voice_heavy",95.33898305084746,0.12684546411037445,2574.7663676261363,0.051786307099858354,-228.31982421875,137.5611114501953,-11.38282585144043,43.355003356933594,2.778923988342285,31.42093276977539,-12.266762733459473,6.027556419372559,1.4804856777191162,-3.62894606590271,-3.5998685359954834,-4.677043437957764,-1.8541486263275146,1.0
20260102,4,리퍼브,632.83,653.45,20.620000000000005,ad_clips/20260102_ad4_리퍼브.mp3,"upbeat,energetic,voice_heavy",156.25,0.1539093405008316,3595.748988513647,0.06765270529020165,-178.1199951171875,115.93575286865234,-20.696165084838867,54.66423797607422,-19.529386520385742,34.87980651855469,-12.052993774414062,20.714365005493164,1.9223735332489014,5.676638603210449,-0.06086593493819237,4.534121036529541,1.1535066366195679,0.9330746847720717
20260102,5,이은지의가요광장,653.45,671.1,17.649999999999977,ad_clips/20260102_ad5_이은지의가요광장.mp3,"upbeat,moderate,voice_heavy",125.0,0.1272338181734085,3906.319746851362,0.08264285545694865,-150.3665008544922,126.96253967285156,-43.89735794067383,67.48442077636719,-30.354713439941406,39.02210235595703,-16.708620071411133,21.78420066833496,-0.46788668632507324,5.933436870574951,7.630296230316162,-1.4158108234405518,11.531672477722168,0.7042492917847071
20260102,7,노원아트뮤지엄,1740.0,1758.75,18.75,ad_clips/20260102_ad7_노원아트뮤지엄.mp3,"upbeat,moderate,voice_heavy",140.625,0.0722724199295044,2453.768374137822,0.055834044368600684,-243.2203826904297,160.35780334472656,-24.19756507873535,34.704986572265625,2.7702672481536865,22.71453285217285,-15.287888526916504,6.338021755218506,1.3422828912734985,2.4993536472320557,-3.963836669921875,-1.4875482320785522,5.288593292236328,1.0
20260102,8,오마이걸효정의볼륨을높여요,1758.75,1798.55,39.799999999999955,ad_clips/20260102_ad8_오마이걸효정의볼륨을높여요.mp3,"medium,quiet,music_heavy",96.98275862068965,0.0460522323846817,1923.690388669422,0.038674831901460344,-367.5620422363281,143.82412719726562,0.9193202257156372,12.044861793518066,-5.616613864898682,3.0783755779266357,-3.543787717819214,-0.12647390365600586,-1.9352869987487793,-3.050786018371582,-4.848799228668213,-3.8861608505249023,-4.780316352844238,0.45577889447235914
20260102,9,기프트인포,1798.55,1819.24,20.690000000000055,ad_clips/20260102_ad9_기프트인포.mp3,"upbeat,moderate,voice_heavy",137.1951219512195,0.09695897251367569,3552.8466483722764,0.08130713394007733,-193.2416229248047,125.27620697021484,-43.123416900634766,48.301368713378906,-27.536373138427734,18.38198471069336,-18.872007369995117,10.969600677490234,-7.028340816497803,-5.424322605133057,6.96776819229126,-4.127925872802734,-1.291137456893921,0.676655389076858
20260102,10,이은지의가요광장,1819.24,1841.47,22.230000000000018,ad_clips/20260102_ad10_이은지의가요광장.mp3,"upbeat,moderate,music_heavy",122.28260869565217,0.12219247221946716,3608.791907992348,0.07166774392985611,-194.33627319335938,114.69479370117188,-51.2394905090332,51.339752197265625,-24.61606216430664,38.63508224487305,-10.622328758239746,19.141475677490234,2.0273244380950928,1.283113956451416,10.08324146270752,5.61392879486084,6.413148403167725,0.12370670265407098
20260102,11,미래에셋증권,3096.35,3115.59,19.240000000000236,ad_clips/20260102_ad11_미래에셋증권.mp3,"upbeat,moderate,voice_heavy",140.625,0.10808123648166656,4247.760270095531,0.0933827063989745,-190.9932403564453,110.56698608398438,-25.406253814697266,59.91497039794922,-26.182456970214844,37.94631576538086,-23.855485916137695,11.640950202941895,-7.450250625610352,1.031469702720642,-3.4328012466430664,-6.1223955154418945,-0.05773506313562393,0.968814968814974
20260102,12,고려기프트,3115.59,3135.77,20.179999999999836,ad_clips/20260102_ad12_고려기프트.mp3,"upbeat,moderate,voice_heavy",130.8139534883721,0.1321740746498108,4129.288958301736,0.08327750272529069,-147.01808166503906,114.18360137939453,-39.58877944946289,59.1942138671875,-32.202857971191406,33.16566848754883,-13.645537376403809,21.600475311279297,-2.9293789863586426,11.01405143737793,-1.1803444623947144,3.171396017074585,7.845731735229492,0.8325074331021421
20260102,13,금비,3135.77,3155.62,19.84999999999991,ad_clips/20260102_ad13_금비.mp3,"upbeat,moderate,voice_heavy",130.8139534883721,0.12282494455575943,3894.0289442696258,0.08894222696131113,-191.66477966308594,106.52849578857422,-30.70853614807129,65.6810302734375,-9.644108772277832,37.54314422607422,-20.133277893066406,20.24161720275879,-2.922924041748047,3.5871543884277344,0.3413754999637604,0.21816383302211761,1.724278211593628,0.8624685138539028
20260102,14,베스트슬립,3155.62,3175.86,20.240000000000236,ad_clips/20260102_ad14_베스트슬립.mp3,"medium,moderate,voice_heavy",108.17307692307692,0.12932004034519196,3020.619883451023,0.07020367862552687,-176.4105987548828,139.37307739257812,-44.37100601196289,46.18311309814453,-7.035710334777832,28.26413345336914,-16.09579086303711,2.952303886413574,0.5443716049194336,-2.5079872608184814,2.4594154357910156,-3.4900646209716797,-0.4186926484107971,0.998517786561255
20260102,15,넥시안,3175.86,3194.7,18.83999999999969,ad_clips/20260102_ad15_넥시안.mp3,"medium,energetic,music_heavy",108.17307692307692,0.15682515501976013,3794.4233468094267,0.07828472074844368,-138.7081756591797,120.23346710205078,-34.658973693847656,67.23190307617188,-20.69301986694336,44.73699951171875,-7.82726526260376,15.492609977722168,-1.9946980476379395,9.902602195739746,0.2528013586997986,3.5363707542419434,6.621590614318848,0.42250530785563517
20260102,16,경기주택도시공사,3194.7,3216.4,21.700000000000273,ad_clips/20260102_ad16_경기주택도시공사.mp3,"upbeat,moderate,voice_heavy",133.92857142857142,0.1243814080953598,2479.1902530832963,0.048814448326167076,-246.88011169433594,140.17930603027344,-9.298524856567383,40.712921142578125,-2.504967212677002,27.838029861450195,-13.056238174438477,5.02478551864624,-0.960201621055603,-1.5870951414108276,-3.1259567737579346,-7.645567893981934,-3.486521005630493,0.8903225806451367
20260102,17,이은지의가요광장,3216.4,3233.14,16.73999999999978,ad_clips/20260102_ad17_이은지의가요광장.mp3,"upbeat,moderate,music_heavy",175.78125,0.13563163578510284,3280.445596293264,0.05744364550159236,-175.525634765625,137.19183349609375,-17.457185745239258,67.93466186523438,-20.51090431213379,49.26930618286133,-20.844879150390625,14.692137718200684,4.001965522766113,5.86306095123291,-6.665623188018799,-4.17890739440918,9.389429092407227,0.06152927120667615
20260102,18,마리오아울렛,3514.07,3534.07,20.0,ad_clips/20260102_ad18_마리오아울렛.mp3,"upbeat,moderate,music_heavy",133.92857142857142,0.08160219341516495,2562.5250739341495,0.05616197403051706,-228.15945434570312,151.9141387939453,-38.18476867675781,31.10962677001953,-12.169112205505371,21.027118682861328,-13.644189834594727,11.952873229980469,0.7391014099121094,0.4492960572242737,-1.430185317993164,1.8669638633728027,1.9261029958724976,0.0
20260102,19,수원여자대학교,3534.07,3554.99,20.919999999999618,ad_clips/20260102_ad19_수원여자대학교.mp3,"upbeat,moderate,music_heavy",140.625,0.08267426490783691,2992.591953477676,0.06499715293705402,-244.3919677734375,123.38228607177734,-38.604248046875,38.996212005615234,-19.714609146118164,14.594911575317383,-18.379436492919922,6.465187072753906,-1.6083840131759644,-18.531152725219727,10.576733589172363,-7.897934913635254,-0.043663591146469116,0.47848948374760736
