Cluster ID,Match Start,Match Stop,Duration,Match Score,Query Path
1,6.992,18.104,11.11,462,panako/noon/clips/20260115/clip_000002_006000.mp3
1,35.984,53.6,17.62,145,panako/noon/clips/20260115/clip_000012_036000.mp3
1,43.112,53.6,10.49,141,panako/noon/clips/20260115/clip_000014_042000.mp3
2,570.928,586.688,15.76,419,panako/noon/clips/20260115/clip_000220_660000.mp3
2,576.128,595.472,19.34,582,panako/noon/clips/20260115/clip_000223_669000.mp3
2,579.24,598.592,19.35,586,panako/noon/clips/20260115/clip_000224_672000.mp3
2,585.104,604.664,19.56,648,panako/noon/clips/20260115/clip_000226_678000.mp3
2,588.216,607.376,19.16,573,panako/noon/clips/20260115/clip_000227_681000.mp3
2,591.128,610.0,18.87,535,panako/noon/clips/20260115/clip_000228_684000.mp3
2,594.304,613.608,19.3,199,panako/noon/clips/20260115/clip_000229_687000.mp3
2,597.184,616.896,19.71,349,panako/noon/clips/20260115/clip_000230_690000.mp3
2,615.2,627.344,12.14,670,panako/noon/clips/20260115/clip_000236_708000.mp3
2,618.248,627.344,9.1,455,panako/noon/clips/20260115/clip_000237_711000.mp3
3,920.336,931.608,11.27,538,panako/noon/clips/20260115/clip_000327_981000.mp3
3,922.312,941.552,19.24,661,panako/noon/clips/20260115/clip_000330_990000.mp3
3,928.288,946.176,17.89,481,panako/noon/clips/20260115/clip_000332_996000.mp3
4,1743.672,1762.992,19.32,725,panako/noon/clips/20260115/clip_000581_1743000.mp3
4,1752.776,1772.112,19.34,449,panako/noon/clips/20260115/clip_000584_1752000.mp3
4,1762.6,1780.408,17.81,303,panako/noon/clips/20260115/clip_000587_1761000.mp3
4,1768.56,1787.072,18.51,162,panako/noon/clips/20260115/clip_000589_1767000.mp3
4,1797.664,1816.752,19.09,1209,panako/noon/clips/20260115/clip_000599_1797000.mp3
4,1843.608,1862.344,18.74,703,panako/noon/clips/20260115/clip_000615_1845000.mp3
4,1847.24,1862.344,15.1,611,panako/noon/clips/20260115/clip_000616_1848000.mp3
5,3076.704,3093.44,16.74,546,panako/noon/clips/20260115/clip_001060_3180000.mp3
5,3077.736,3096.72,18.98,721,panako/noon/clips/20260115/clip_001061_3183000.mp3
5,3083.264,3102.488,19.22,725,panako/noon/clips/20260115/clip_001063_3189000.mp3
5,3095.296,3114.72,19.42,978,panako/noon/clips/20260115/clip_001067_3201000.mp3
5,3107.352,3126.856,19.5,490,panako/noon/clips/20260115/clip_001071_3213000.mp3
5,3110.264,3129.64,19.38,479,panako/noon/clips/20260115/clip_001072_3216000.mp3
5,3119.256,3138.832,19.58,632,panako/noon/clips/20260115/clip_001075_3225000.mp3
5,3125.36,3144.584,19.22,704,panako/noon/clips/20260115/clip_001077_3231000.mp3
5,3155.312,3174.672,19.36,818,panako/noon/clips/20260115/clip_001087_3261000.mp3
5,3161.344,3180.64,19.3,431,panako/noon/clips/20260115/clip_001089_3267000.mp3
5,3167.288,3186.848,19.56,485,panako/noon/clips/20260115/clip_001091_3273000.mp3
5,3179.256,3198.64,19.38,499,panako/noon/clips/20260115/clip_001095_3285000.mp3
5,3182.328,3201.808,19.48,585,panako/noon/clips/20260115/clip_001096_3288000.mp3
5,3188.248,3207.784,19.54,609,panako/noon/clips/20260115/clip_001098_3294000.mp3
5,3194.288,3212.784,18.5,815,panako/noon/clips/20260115/clip_001100_3300000.mp3
6,6997.464,7006.457,8.99,322,panako/noon/clips/20260115/clip_001137_3411000.mp3
7,3500.088,3518.184,18.1,226,panako/noon/clips/20260115/clip_001166_3498000.mp3
7,3501.648,3521.232,19.58,293,panako/noon/clips/20260115/clip_001167_3501000.mp3
