Cluster ID,Cluster Start,Cluster Stop,Cluster Size,Duration
1,9.0,41.0,2,32.0
2,618.0,692.0,7,74.0
3,1041.0,1067.0,2,26.0
4,1755.0,1844.0,8,89.0
5,3069.0,3218.0,16,149.0
6,3513.0,3614.0,7,101.0
7,3897.0,4082.0,22,185.0
8,5322.0,5447.0,6,125.0
9,6687.0,6812.0,14,125.0
10,7110.0,7193.0,9,83.0
