Cluster ID,Cluster Start,Cluster Stop,Cluster Size,Duration
1,18.0,41.0,2,23.0
2,420.0,473.0,4,53.0
3,1731.0,1847.0,9,116.0
4,3069.0,3224.0,14,155.0
5,3501.0,3650.0,13,149.0
6,3816.0,4010.0,20,194.0
7,4341.0,4373.0,3,32.0
8,5310.0,5441.0,7,131.0
9,6858.0,6968.0,11,110.0
10,7014.0,7037.0,2,23.0
11,7107.0,7208.0,11,101.0
