Cluster ID,Match Start,Match Stop,Duration,Match Score,Query Path,language,avg_logprob,error
1,426.328,445.048,18.72,692,panako/noon/clips/20260110/clip_000157_471000.mp3,ko,-0.1002,
1,428.784,448.168,19.38,763,panako/noon/clips/20260110/clip_000158_474000.mp3,ko,-0.1435,
1,432.184,450.872,18.69,738,panako/noon/clips/20260110/clip_000159_477000.mp3,ko,-0.1611,
1,434.912,454.12,19.21,749,panako/noon/clips/20260110/clip_000160_480000.mp3,ko,-0.1744,
1,468.264,482.656,14.39,764,panako/noon/clips/20260110/clip_000171_513000.mp3,ko,-0.079,
1,477.328,482.656,5.33,219,panako/noon/clips/20260110/clip_000174_522000.mp3,ko,-0.1106,
2,1739.048,1758.464,19.42,870,panako/noon/clips/20260110/clip_000579_1737000.mp3,ko,-0.0857,
2,1745.08,1764.6,19.52,819,panako/noon/clips/20260110/clip_000581_1743000.mp3,ko,-0.1426,
2,1763.184,1782.096,18.91,338,panako/noon/clips/20260110/clip_000587_1761000.mp3,ko,-0.2365,
2,1772.136,1791.32,19.18,261,panako/noon/clips/20260110/clip_000590_1770000.mp3,ko,-0.2614,
2,1802.016,1821.792,19.78,135,panako/noon/clips/20260110/clip_000600_1800000.mp3,ko,-0.2056,
2,1808.032,1827.544,19.51,230,panako/noon/clips/20260110/clip_000602_1806000.mp3,ko,-0.2346,
2,1811.096,1830.752,19.66,279,panako/noon/clips/20260110/clip_000603_1809000.mp3,ko,-0.2535,
2,1820.328,1838.728,18.4,867,panako/noon/clips/20260110/clip_000606_1818000.mp3,ko,-0.1726,
3,3083.32,3102.8,19.48,810,panako/noon/clips/20260110/clip_001019_3057000.mp3,ko,-0.1689,
3,3087.08,3105.856,18.78,995,panako/noon/clips/20260110/clip_001020_3060000.mp3,ko,-0.1707,
3,3089.488,3108.776,19.29,1067,panako/noon/clips/20260110/clip_001021_3063000.mp3,ko,-0.2759,
3,3092.376,3111.44,19.06,1166,panako/noon/clips/20260110/clip_001022_3066000.mp3,ko,-0.4096,
