Cluster ID,Match Start,Match Stop,Duration,Match Score,Query Path,language,avg_logprob,error
1,1.712,21.136,19.42,662,panako/noon/clips/20260111/clip_000002_006000.mp3,ko,-0.1217,
1,31.84,50.688,18.85,177,panako/noon/clips/20260111/clip_000012_036000.mp3,ko,-0.2063,
2,471.456,487.568,16.11,561,panako/noon/clips/20260111/clip_000127_381000.mp3,ko,-0.0966,
2,477.544,496.376,18.83,733,panako/noon/clips/20260111/clip_000130_390000.mp3,ko,-0.1925,
2,489.152,508.56,19.41,676,panako/noon/clips/20260111/clip_000134_402000.mp3,ko,-0.1803,
2,498.136,517.472,19.34,831,panako/noon/clips/20260111/clip_000137_411000.mp3,ko,-0.1991,
2,501.192,520.608,19.42,874,panako/noon/clips/20260111/clip_000138_414000.mp3,ko,-0.2502,
2,513.08,527.496,14.42,871,panako/noon/clips/20260111/clip_000142_426000.mp3,ko,-0.1567,
3,1723.704,1743.208,19.5,997,panako/noon/clips/20260111/clip_000576_1728000.mp3,ko,-0.1094,
3,1732.688,1752.208,19.52,1085,panako/noon/clips/20260111/clip_000579_1737000.mp3,ko,-0.1155,
3,1741.832,1761.256,19.42,739,panako/noon/clips/20260111/clip_000582_1746000.mp3,ko,-0.1908,
3,1759.864,1779.064,19.2,362,panako/noon/clips/20260111/clip_000588_1764000.mp3,ko,-0.2577,
3,1763.928,1781.016,17.09,185,panako/noon/clips/20260111/clip_000589_1767000.mp3,ko,-0.2883,
3,1775.464,1794.344,18.88,265,panako/noon/clips/20260111/clip_000593_1779000.mp3,ko,-0.2766,
3,1790.272,1809.4,19.13,943,panako/noon/clips/20260111/clip_000598_1794000.mp3,ko,-0.2429,
3,1814.896,1833.032,18.14,1134,panako/noon/clips/20260111/clip_000606_1818000.mp3,ko,-0.5586,
3,1817.04,1836.168,19.13,1064,panako/noon/clips/20260111/clip_000607_1821000.mp3,ko,-0.1256,
3,1825.952,1836.168,10.22,484,panako/noon/clips/20260111/clip_000610_1830000.mp3,ko,-0.1338,
4,3050.168,3068.616,18.45,675,panako/noon/clips/20260111/clip_001070_3210000.mp3,ko,-0.197,
4,3052.44,3071.376,18.94,755,panako/noon/clips/20260111/clip_001071_3213000.mp3,ko,-0.279,
4,3076.2,3095.392,19.19,802,panako/noon/clips/20260111/clip_001079_3237000.mp3,ko,-0.2173,
4,3088.168,3107.536,19.37,579,panako/noon/clips/20260111/clip_001083_3249000.mp3,ko,-0.1502,
4,3091.056,3110.608,19.55,675,panako/noon/clips/20260111/clip_001084_3252000.mp3,ko,-0.3381,
4,3100.064,3119.384,19.32,660,panako/noon/clips/20260111/clip_001087_3261000.mp3,ko,-0.0546,
4,3103.448,3122.592,19.14,613,panako/noon/clips/20260111/clip_001088_3264000.mp3,ko,-0.1312,
4,3109.64,3128.776,19.14,520,panako/noon/clips/20260111/clip_001090_3270000.mp3,ko,-0.0871,
4,3112.192,3131.608,19.42,467,panako/noon/clips/20260111/clip_001091_3273000.mp3,ko,-0.0833,
4,3133.056,3152.52,19.46,583,panako/noon/clips/20260111/clip_001098_3294000.mp3,ko,-0.1447,
4,3136.064,3155.44,19.38,479,panako/noon/clips/20260111/clip_001099_3297000.mp3,ko,-0.123,
4,3145.48,3164.4,18.92,623,panako/noon/clips/20260111/clip_001102_3306000.mp3,ko,-0.1104,
4,3166.768,3185.576,18.81,323,panako/noon/clips/20260111/clip_001109_3327000.mp3,ko,-0.2026,
4,3178.24,3185.576,7.34,544,panako/noon/clips/20260111/clip_001113_3339000.mp3,ko,-0.2097,
5,3497.792,3516.616,18.82,325,panako/noon/clips/20260111/clip_001166_3498000.mp3,ko,-0.249,
5,3505.592,3522.768,17.18,1065,panako/noon/clips/20260111/clip_001168_3504000.mp3,ko,-0.1932,
