Query Path,Query Start,Query Stop,Match Path,Match ID,Match Start,Match Stop,Match Score,Time Factor (%),Frequency Factor (%),Seconds with Match (%)
panako/noon/clips/20260112/clip_001176_3528000.mp3,0.216,19.704,noon/20260111/mp3/20260111.mp3,20260111,3523.696,3543.176,1090,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001181_3543000.mp3,0.176,19.664,noon/20260111/mp3/20260111.mp3,20260111,3538.648,3558.136,501,1.0,1.0,0.95
panako/noon/clips/20260112/clip_001182_3546000.mp3,0.12,19.616,noon/20260111/mp3/20260111.mp3,20260111,3541.592,3561.088,441,1.0,1.0,0.95
panako/noon/clips/20260112/clip_001190_3570000.mp3,0.2,19.488,noon/20260111/mp3/20260111.mp3,20260111,3565.672,3584.96,664,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001186_3558000.mp3,0.216,19.56,noon/20260111/mp3/20260111.mp3,20260111,3553.688,3573.032,502,1.0,1.0,0.9
panako/noon/clips/20260112/clip_001183_3549000.mp3,0.16,19.552,noon/20260111/mp3/20260111.mp3,20260111,3544.632,3564.032,287,1.0,1.0,0.9
panako/noon/clips/20260112/clip_001194_3582000.mp3,0.096,19.296,noon/20260111/mp3/20260111.mp3,20260111,3577.576,3596.768,519,1.0,1.0,0.95
panako/noon/clips/20260112/clip_001207_3621000.mp3,2.328,19.496,noon/20260111/mp3/20260111.mp3,20260111,3618.272,3635.44,712,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001209_3627000.mp3,0.136,19.648,noon/20260111/mp3/20260111.mp3,20260111,3622.08,3641.592,888,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001211_3633000.mp3,0.12,19.528,noon/20260111/mp3/20260111.mp3,20260111,3628.064,3647.472,721,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001210_3630000.mp3,0.28,18.64,noon/20260111/mp3/20260111.mp3,20260111,3625.224,3643.584,804,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001267_3801000.mp3,7.128,19.68,noon/20260111/mp3/20260111.mp3,20260111,3814.768,3827.32,522,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001274_3822000.mp3,0.248,19.512,noon/20260111/mp3/20260111.mp3,20260111,3828.888,3848.144,617,1.0,1.0,0.95
panako/noon/clips/20260112/clip_001277_3831000.mp3,0.136,19.496,noon/20260111/mp3/20260111.mp3,20260111,3837.776,3857.136,846,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001281_3843000.mp3,0.096,19.496,noon/20260111/mp3/20260111.mp3,20260111,3849.736,3869.136,775,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001282_3846000.mp3,0.096,19.584,noon/20260111/mp3/20260111.mp3,20260111,3852.736,3872.224,726,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001287_3861000.mp3,0.096,19.72,noon/20260111/mp3/20260111.mp3,20260111,3867.736,3887.36,408,1.0,1.0,0.95
panako/noon/clips/20260112/clip_001290_3870000.mp3,0.44,19.56,noon/20260111/mp3/20260111.mp3,20260111,3877.08,3896.2,515,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001288_3864000.mp3,0.12,19.624,noon/20260111/mp3/20260111.mp3,20260111,3870.76,3890.264,390,1.0,1.0,0.95
panako/noon/clips/20260112/clip_001294_3882000.mp3,0.448,19.552,noon/20260111/mp3/20260111.mp3,20260111,3889.088,3908.192,741,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001303_3909000.mp3,0.136,19.288,noon/20260111/mp3/20260111.mp3,20260111,3915.768,3934.928,457,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001298_3894000.mp3,0.104,19.712,noon/20260111/mp3/20260111.mp3,20260111,3900.744,3920.344,611,1.0,1.0,0.95
panako/noon/clips/20260112/clip_001296_3888000.mp3,0.176,19.672,noon/20260111/mp3/20260111.mp3,20260111,3894.816,3914.32,704,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001310_3930000.mp3,0.304,19.608,noon/20260111/mp3/20260111.mp3,20260111,3936.952,3956.248,945,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001304_3912000.mp3,0.192,19.768,noon/20260111/mp3/20260111.mp3,20260111,3918.832,3938.408,439,1.0,1.0,1.0
panako/noon/clips/20260112/clip_001315_3945000.mp3,0.256,19.784,noon/20260111/mp3/20260111.mp3,20260111,3951.896,3971.424,1180,1.0,1.0,1.0
