Cluster ID,Match Start,Match Stop,Duration,Match Score,Query Path,language,avg_logprob,error
1,24.744,38.888,14.14,170,panako/noon/clips/20260102/clip_000008_024000.mp3,ko,-0.3427,
2,655.624,674.064,18.44,630,panako/noon/clips/20260102/clip_000206_618000.mp3,ko,-0.1607,
2,670.152,689.392,19.24,597,panako/noon/clips/20260102/clip_000211_633000.mp3,ko,-0.1905,
2,676.44,695.456,19.02,625,panako/noon/clips/20260102/clip_000213_639000.mp3,ko,-0.1819,
2,685.208,704.496,19.29,855,panako/noon/clips/20260102/clip_000216_648000.mp3,ko,-0.2098,
3,1005.368,1017.6,12.23,452,panako/noon/clips/20260102/clip_000342_1026000.mp3,ko,-0.2145,
3,1010.712,1029.88,19.17,638,panako/noon/clips/20260102/clip_000346_1038000.mp3,ko,-0.1997,
4,1735.048,1754.352,19.3,998,panako/noon/clips/20260102/clip_000578_1734000.mp3,ko,-0.0894,
4,1743.664,1762.928,19.26,833,panako/noon/clips/20260102/clip_000581_1743000.mp3,ko,-0.0994,
4,1770.864,1790.136,19.27,182,panako/noon/clips/20260102/clip_000590_1770000.mp3,ko,-0.1508,
4,1773.872,1792.912,19.04,233,panako/noon/clips/20260102/clip_000591_1773000.mp3,ko,-0.1459,
4,1782.712,1802.208,19.5,401,panako/noon/clips/20260102/clip_000594_1782000.mp3,ko,-0.1109,
4,1788.832,1808.352,19.52,678,panako/noon/clips/20260102/clip_000596_1788000.mp3,ko,-0.2023,
4,1815.664,1835.12,19.46,487,panako/noon/clips/20260102/clip_000605_1815000.mp3,ko,-0.2108,
4,1827.712,1846.872,19.16,250,panako/noon/clips/20260102/clip_000609_1827000.mp3,ko,-0.1824,
4,1831.208,1850.208,19.0,235,panako/noon/clips/20260102/clip_000610_1830000.mp3,ko,-0.2109,
4,1842.68,1862.184,19.5,676,panako/noon/clips/20260102/clip_000614_1842000.mp3,ko,-0.2844,
4,1846.192,1865.12,18.93,706,panako/noon/clips/20260102/clip_000615_1845000.mp3,ko,-0.3467,
5,3087.728,3106.456,18.73,592,panako/noon/clips/20260102/clip_001032_3096000.mp3,ko,-0.2323,
5,3096.216,3115.752,19.54,738,panako/noon/clips/20260102/clip_001035_3105000.mp3,ko,-0.2628,
5,3102.2,3121.744,19.54,813,panako/noon/clips/20260102/clip_001037_3111000.mp3,ko,-0.1948,
5,3120.128,3139.592,19.46,517,panako/noon/clips/20260102/clip_001043_3129000.mp3,ko,-0.1829,
5,3132.184,3151.6,19.42,659,panako/noon/clips/20260102/clip_001047_3141000.mp3,ko,-0.1352,
5,3147.192,3166.376,19.18,527,panako/noon/clips/20260102/clip_001052_3156000.mp3,ko,-0.0957,
5,3150.848,3169.736,18.89,561,panako/noon/clips/20260102/clip_001053_3159000.mp3,ko,-0.1087,
5,3156.928,3175.592,18.66,826,panako/noon/clips/20260102/clip_001055_3165000.mp3,ko,-0.072,
5,3168.16,3187.56,19.4,777,panako/noon/clips/20260102/clip_001059_3177000.mp3,ko,-0.5472,
5,3171.216,3190.576,19.36,603,panako/noon/clips/20260102/clip_001060_3180000.mp3,ko,-0.2625,
5,3180.288,3199.512,19.22,613,panako/noon/clips/20260102/clip_001063_3189000.mp3,ko,-0.0723,
5,3207.272,3223.232,15.96,894,panako/noon/clips/20260102/clip_001071_3213000.mp3,ko,-0.1843,
5,3210.232,3223.232,13.0,857,panako/noon/clips/20260102/clip_001073_3219000.mp3,ko,-0.1345,
5,3213.096,3223.232,10.14,642,panako/noon/clips/20260102/clip_001074_3222000.mp3,ko,-0.155,
5,3216.048,3223.232,7.18,546,panako/noon/clips/20260102/clip_001075_3225000.mp3,ko,-0.1907,
6,3517.272,3536.104,18.83,1249,panako/noon/clips/20260102/clip_001172_3516000.mp3,ko,-0.1491,
6,3519.952,3539.072,19.12,1298,panako/noon/clips/20260102/clip_001173_3519000.mp3,ko,-0.1593,
6,3534.768,3554.04,19.27,750,panako/noon/clips/20260102/clip_001178_3534000.mp3,ko,-0.8398,
6,3538.16,3557.128,18.97,685,panako/noon/clips/20260102/clip_001179_3537000.mp3,ko,-0.1706,
6,3540.8,3559.44,18.64,536,panako/noon/clips/20260102/clip_001180_3540000.mp3,ko,-0.099,
6,5367.088,5385.512,18.42,546,panako/noon/clips/20260102/clip_001187_3561000.mp3,ko,-0.2096,
6,3588.656,3607.64,18.98,550,panako/noon/clips/20260102/clip_001196_3588000.mp3,ko,-0.2443,
6,3623.688,3641.536,17.85,702,panako/noon/clips/20260102/clip_001207_3621000.mp3,ko,,
6,3637.096,3652.544,15.45,508,panako/noon/clips/20260102/clip_001212_3636000.mp3,ko,-0.1568,
6,3640.04,3652.544,12.5,416,panako/noon/clips/20260102/clip_001213_3639000.mp3,ko,-0.1522,
7,3820.096,3831.768,11.67,547,panako/noon/clips/20260102/clip_001265_3795000.mp3,ko,-0.1941,
7,3827.232,3846.312,19.08,608,panako/noon/clips/20260102/clip_001270_3810000.mp3,ko,-0.1035,
7,3830.312,3849.704,19.39,534,panako/noon/clips/20260102/clip_001271_3813000.mp3,ko,-0.1058,
7,3839.24,3858.336,19.1,550,panako/noon/clips/20260102/clip_001274_3822000.mp3,ko,-0.2341,
7,3845.256,3864.824,19.57,771,panako/noon/clips/20260102/clip_001276_3828000.mp3,ko,-0.1194,
7,3860.24,3877.96,17.72,569,panako/noon/clips/20260102/clip_001281_3843000.mp3,ko,-0.1126,
7,3872.392,3891.8,19.41,473,panako/noon/clips/20260102/clip_001285_3855000.mp3,ko,-0.1627,
7,3875.232,3894.72,19.49,418,panako/noon/clips/20260102/clip_001286_3858000.mp3,ko,-0.1388,
7,3887.328,3906.648,19.32,968,panako/noon/clips/20260102/clip_001290_3870000.mp3,ko,-0.0865,
7,3893.248,3912.848,19.6,1205,panako/noon/clips/20260102/clip_001292_3876000.mp3,ko,-0.1919,
7,3896.24,3915.4,19.16,1234,panako/noon/clips/20260102/clip_001293_3879000.mp3,ko,-0.2636,
7,3914.264,3933.76,19.5,579,panako/noon/clips/20260102/clip_001299_3897000.mp3,ko,-0.0721,
7,3926.248,3945.84,19.59,474,panako/noon/clips/20260102/clip_001303_3909000.mp3,ko,-0.1162,
7,3932.56,3951.608,19.05,717,panako/noon/clips/20260102/clip_001305_3915000.mp3,ko,-0.2191,
7,3935.264,3954.752,19.49,1030,panako/noon/clips/20260102/clip_001306_3918000.mp3,ko,-0.2603,
7,3950.264,3969.952,19.69,1398,panako/noon/clips/20260102/clip_001311_3933000.mp3,ko,-0.2075,
7,3953.208,3972.72,19.51,1275,panako/noon/clips/20260102/clip_001312_3936000.mp3,ko,-0.1711,
7,3956.336,3975.728,19.39,1269,panako/noon/clips/20260102/clip_001313_3939000.mp3,ko,-0.1634,
7,3965.344,3979.024,13.68,1052,panako/noon/clips/20260102/clip_001316_3948000.mp3,ko,,
7,3974.224,3994.032,19.81,166,panako/noon/clips/20260102/clip_001319_3957000.mp3,ko,,
7,3983.64,3997.864,14.22,284,panako/noon/clips/20260102/clip_001322_3966000.mp3,ko,-0.3854,
7,3986.608,3997.864,11.26,201,panako/noon/clips/20260102/clip_001323_3969000.mp3,ko,,
8,5361.648,5381.008,19.36,459,panako/noon/clips/20260102/clip_001787_5361000.mp3,ko,-0.1253,
8,5371.088,5390.144,19.06,593,panako/noon/clips/20260102/clip_001790_5370000.mp3,ko,-0.1125,
8,5386.52,5404.776,18.26,559,panako/noon/clips/20260102/clip_001795_5385000.mp3,ko,-0.1728,
8,5428.336,5445.008,16.67,503,panako/noon/clips/20260102/clip_001809_5427000.mp3,ko,-0.2949,
8,5431.272,5445.008,13.74,447,panako/noon/clips/20260102/clip_001810_5430000.mp3,ko,-0.1947,
9,6751.128,6770.384,19.26,283,panako/noon/clips/20260102/clip_002251_6753000.mp3,ko,-0.0981,
9,6757.0,6776.6,19.6,336,panako/noon/clips/20260102/clip_002253_6759000.mp3,ko,-0.0769,
9,6772.008,6791.584,19.58,553,panako/noon/clips/20260102/clip_002258_6774000.mp3,ko,-0.0623,
9,6775.072,6794.368,19.3,498,panako/noon/clips/20260102/clip_002259_6777000.mp3,ko,-0.1096,
9,6796.353,6815.176,18.82,301,panako/noon/clips/20260102/clip_002266_6798000.mp3,ko,-0.1042,
9,6799.544,6818.12,18.58,287,panako/noon/clips/20260102/clip_002267_6801000.mp3,ko,-0.1124,
9,6801.984,6821.336,19.35,286,panako/noon/clips/20260102/clip_002268_6804000.mp3,ko,-0.1285,
9,6808.168,6827.353,19.19,328,panako/noon/clips/20260102/clip_002270_6810000.mp3,ko,-0.1319,
9,6810.992,6830.24,19.25,379,panako/noon/clips/20260102/clip_002271_6813000.mp3,ko,-0.1031,
9,6814.64,6833.336,18.7,418,panako/noon/clips/20260102/clip_002272_6816000.mp3,ko,-0.1134,
9,6826.873,6844.833,17.96,480,panako/noon/clips/20260102/clip_002276_6828000.mp3,ko,-0.1345,
9,6832.272,6851.576,19.3,411,panako/noon/clips/20260102/clip_002278_6834000.mp3,ko,-0.1524,
9,6838.12,6856.904,18.78,528,panako/noon/clips/20260102/clip_002280_6840000.mp3,ko,-0.1604,
9,6844.112,6856.904,12.79,320,panako/noon/clips/20260102/clip_002282_6846000.mp3,ko,-0.22,
10,7101.4,7113.648,12.25,265,panako/noon/clips/20260102/clip_002365_7095000.mp3,ko,-0.0982,
10,7110.632,7126.368,15.74,628,panako/noon/clips/20260102/clip_002369_7107000.mp3,ko,-0.2713,
10,7119.064,7138.4,19.34,792,panako/noon/clips/20260102/clip_002373_7119000.mp3,ko,-0.1452,
10,7121.952,7141.616,19.66,776,panako/noon/clips/20260102/clip_002374_7122000.mp3,ko,-0.1227,
10,7145.912,7165.521,19.61,587,panako/noon/clips/20260102/clip_002382_7146000.mp3,ko,-0.1809,
10,7152.032,7171.0,18.97,339,panako/noon/clips/20260102/clip_002384_7152000.mp3,ko,-0.183,
10,7158.576,7177.44,18.86,378,panako/noon/clips/20260102/clip_002386_7158000.mp3,ko,-0.2247,
10,7160.92,7180.336,19.42,425,panako/noon/clips/20260102/clip_002387_7161000.mp3,ko,-0.1816,
10,7166.937,7186.464,19.53,415,panako/noon/clips/20260102/clip_002389_7167000.mp3,ko,-0.2763,
10,7170.313,7189.464,19.15,421,panako/noon/clips/20260102/clip_002390_7170000.mp3,ko,-0.2816,
10,7179.032,7198.249,19.22,471,panako/noon/clips/20260102/clip_002393_7179000.mp3,ko,-0.1512,
