Cluster ID,Cluster Start,Cluster Stop,Cluster Size,Duration
1,462.0,542.0,7,80.0
2,1737.0,1838.0,8,101.0
3,3057.0,3197.0,16,140.0
4,3513.0,3659.0,11,146.0
5,3723.0,3917.0,20,194.0
6,5307.0,5333.0,2,26.0
7,5394.0,5450.0,3,56.0
8,6681.0,6800.0,15,119.0
9,7104.0,7199.0,8,95.0
