Cluster ID,Cluster Start,Cluster Stop,Cluster Size,Duration
1,6.0,62.0,3,56.0
2,660.0,731.0,10,71.0
3,978.0,1016.0,5,38.0
4,1743.0,1868.0,7,125.0
5,3180.0,3320.0,15,140.0
6,3411.0,3431.0,1,20.0
7,3489.0,3650.0,13,161.0
8,3840.0,4025.0,18,185.0
9,5325.0,5447.0,11,122.0
10,6849.0,7043.0,18,194.0
11,7110.0,7145.0,3,35.0
12,7185.0,7205.0,1,20.0
